PLOTID,VISIT_NBR,STATECD,UNITCD,COUNTYCD,RETIRED_PLOT,SUBP,CONDID,TREE,BLDG_INTERACTION_ID,ENERGY_USE,ENERGY_INFLUENCE,ELEC_C_AVOIDED,ELEC_AVOIDED,FUEL_C_AVOIDED,FUEL_AVOIDED,BINTA_CN,PLT_CN,SBP_CN,CND_CN,MTRE_CN,PREV_PLT_CN
1915171,4,18,4,89,20095,1,1,1,2,HEATING,CLIMATE,2.18301399,1.965422649,48.36263368,235726.7049,942083164290487,352769579489998,942083136290487,942083133290487,942083155290487,
1857782,1,17,3,31,22042,1,2,1,1,HEATING,SHADING,-1.407894325,-1.267562832,-30.92520823,-150734.087,785696000290487,352769600489998,785695966290487,785695959290487,785695986290487,
1856929,1,17,3,31,23329,1,1,1,2,COOLING,CLIMATE,1.735868175,1.562845975,,,785698816290487,352769611489998,785698791290487,785698785290487,785698807290487,
1854669,1,17,3,31,23592,1,1,1,4,HEATING,SHADING,-4.116278965,-3.705989951,-90.41643385,-440703.2123,785693680290487,352769614489998,785693645290487,785693638290487,785693663290487,
1837455,4,17,3,197,20165,1,1,3,1,COOLING,SHADING,0.0,0.0,,,785695456290487,352769621489998,785695426290487,785695423290487,785695440290487,
1797317,4,17,3,111,20019,1,1,9,1,COOLING,CLIMATE,1.8221196,1.640500312,,,707805799126144,352769712489998,707805758126144,707805755126144,707805782126144,
1837523,4,17,3,197,20124,1,2,12,1,HEATING,SHADING,-21.8430655,-19.66586374,-479.7954908,-2338594.933,707806578126144,352769714489998,707806501126144,707806494126144,707806530126144,
1856834,1,17,3,31,23262,1,1,2,3,HEATING,CLIMATE,2.034035938,1.831293945,44.70775844,217912.2967,491758122126144,352769727489998,491758094126144,491758092126144,491758109126144,
1857797,1,17,3,31,22027,1,1,1,2,HEATING,CLIMATE,5.56475765,5.010091907,123.693768,602901.9126,491758361126144,352769736489998,491758344126144,491758342126144,491758358126144,
1857071,1,17,3,31,23538,1,1,1,3,COOLING,SHADING,1.565005,1.409013542,,,491758503126144,352769742489998,491758487126144,491758486126144,491758499126144,
1467748,1,55,5,59,21502,1,1,1,2,HEATING,SHADING,-7.300863676,-6.573152025,-160.3676678,-781655.9815,1287172494290487,924142,1287172460290487,1287172455290487,1287172475290487,
1467748,1,55,5,59,21502,1,1,2,3,COOLING,CLIMATE,5.023993558,4.523228332,,,1287172498290487,924142,1287172460290487,1287172455290487,1287172476290487,
1467748,1,55,5,59,21502,1,2,3,1,HEATING,SHADING,-1.369936386,-1.23338834,-30.09144028,-146670.1774,1287172499290487,924142,1287172460290487,1287172456290487,1287172477290487,
1467748,1,55,5,59,21502,1,2,3,2,HEATING,CLIMATE,1.583063897,1.425272423,35.02173384,170701.1651,1287172500290487,924142,1287172460290487,1287172456290487,1287172477290487,
1467826,1,55,5,59,21541,1,1,7,1,HEATING,SHADING,-11.25797821,-10.13584221,-247.2879633,-1205318.493,1287177536290487,924143,1287177476290487,1287177472290487,1287177499290487,
1796349,4,17,3,97,20068,1,1,1,2,COOLING,SHADING,3.898703678,3.510101423,,,1287852411290487,352769422489998,1287852389290487,1287852383290487,1287852406290487,
1796349,4,17,3,97,20068,1,1,1,3,COOLING,SHADING,0.010740231,0.009669701,,,1287852412290487,352769422489998,1287852389290487,1287852383290487,1287852406290487,
1852408,4,17,3,31,20178,1,1,7,3,HEATING,CLIMATE,4.843080422,4.360347665,107.1836717,522429.2356,1287853481290487,352769427489998,1287853432290487,1287853426290487,1287853450290487,
1852987,4,17,3,43,20047,1,1,8,1,COOLING,CLIMATE,1.55531146,1.400286202,,,1287852487290487,352769428489998,1287852454290487,1287852452290487,1287852470290487,
1853007,4,17,3,43,20022,1,2,1,2,COOLING,SHADING,29.85783967,26.88176742,,,1287853042290487,352769436489998,1287853018290487,1287853015290487,1287853037290487,
1853007,4,17,3,43,20022,1,2,2,2,HEATING,CLIMATE,16.13381413,14.52568048,357.9825913,1744860.654,1287853044290487,352769436489998,1287853018290487,1287853015290487,1287853038290487,
1857694,2,17,3,31,21834,1,1,1,1,COOLING,SHADING,2.971463699,2.675283843,,,942084426290487,559740547126144,942084391290487,942084385290487,942084409290487,352769803489998.0
1856834,2,17,3,31,23262,1,1,1,1,HEATING,CLIMATE,4.694872063,4.226911936,103.3665626,503824.0755,942230971290487,781817043290487,942230941290487,942230933290487,942230959290487,352769727489998.0
1856834,2,17,3,31,23262,1,1,1,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,942230971290487,781817043290487,942230941290487,942230933290487,942230959290487,352769727489998.0
1854662,2,17,3,31,23221,1,1,4,2,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,942231578290487,781817055290487,942231533290487,942231527290487,942231557290487,352769725489998.0
1854662,2,17,3,31,23221,1,1,4,3,HEATING,SHADING,-8.889920326,-8.003819875,-195.2722106,-951785.9402,942231579290487,781817055290487,942231533290487,942231527290487,942231557290487,352769725489998.0
1857771,2,17,3,31,22053,1,1,1,1,COOLING,CLIMATE,10.01966,9.020953044,,,1287854366290487,992948034290487,1287854336290487,1287854331290487,1287854353290487,352769673489998.0
1857771,2,17,3,31,22053,1,1,3,2,HEATING,CLIMATE,7.193345523,6.476350716,158.9319173,774657.9193,1287854369290487,992948034290487,1287854336290487,1287854331290487,1287854355290487,352769673489998.0
1856854,2,17,3,31,23296,1,1,1,1,HEATING,SHADING,-5.820873945,-5.240679878,-127.8588425,-623203.1083,1287854155290487,992948040290487,1287854133290487,1287854127290487,1287854150290487,352769664489998.0
1469478,1,55,5,59,22292,1,1,5,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,785694718290487,923693,785694652290487,785694646290487,785694682290487,
1469478,1,55,5,59,22292,1,1,10,2,HEATING,SHADING,-6.470102417,-5.825196675,-142.1195191,-692711.7776,785694727290487,923693,785694652290487,785694646290487,785694687290487,
1467849,1,55,5,59,21553,1,1,5,2,HEATING,SHADING,-0.181162865,-0.163105504,-3.979346468,-19395.92944,785692946290487,923694,785692881290487,785692876290487,785692903290487,
1467849,1,55,5,59,21553,1,1,6,3,COOLING,SHADING,62.61554236,56.37435478,,,785692950290487,923694,785692881290487,785692876290487,785692904290487,
1469307,1,55,5,59,22221,1,1,4,1,COOLING,CLIMATE,9.851764607,8.869792582,,,942163630290487,924136,942163483290487,942163480290487,942163506290487,
1469307,1,55,5,59,22221,1,1,19,1,COOLING,CLIMATE,9.851764607,8.869792582,,,942163648290487,924136,942163483290487,942163480290487,942163521290487,
1469307,1,55,5,59,22221,1,1,24,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,942163653290487,924136,942163483290487,942163480290487,942163526290487,
1469307,1,55,5,59,22221,1,1,30,1,COOLING,SHADING,22.23227773,20.01628134,,,942163659290487,924136,942163483290487,942163480290487,942163532290487,
1856986,1,17,3,31,23407,1,1,1,4,COOLING,SHADING,0.322206925,0.290091035,,,785693275290487,352769519489998,785693238290487,785693233290487,785693257290487,
1856986,1,17,3,31,23407,1,1,3,2,COOLING,SHADING,1.986942551,1.788894579,,,785693280290487,352769519489998,785693238290487,785693233290487,785693259290487,
1796301,4,17,3,97,20087,1,1,6,1,COOLING,CLIMATE,5.030047367,4.52867873,,,491759444126144,352769767489998,491759370126144,491759369126144,491759388126144,
1796301,4,17,3,97,20087,1,1,11,1,COOLING,SHADING,0.0,0.0,,,491759449126144,352769767489998,491759370126144,491759369126144,491759393126144,
1796301,4,17,3,97,20087,1,1,14,1,COOLING,CLIMATE,1.758872989,1.58355779,,,491759452126144,352769767489998,491759370126144,491759369126144,491759396126144,
1837533,4,17,3,197,20006,1,1,1,2,HEATING,SHADING,-11.25797821,-10.13584221,-247.2879633,-1205318.493,489743235126144,352769852489998,478152185489998,478152184489998,488918147126144,
1795853,4,17,3,89,20007,1,1,2,2,COOLING,SHADING,12.95271813,11.66165939,,,491757499126144,352769784489998,491757463126144,491757461126144,491757477126144,
1795853,4,17,3,89,20007,1,1,3,2,HEATING,SHADING,-2.0717267,-1.865227891,-45.50666797,-221806.3012,491757501126144,352769784489998,491757463126144,491757461126144,491757478126144,
1857695,1,17,3,31,21833,1,2,8,1,HEATING,CLIMATE,4.374906341,3.938838712,96.77101949,471676.4125,489743146126144,352769802489998,478150536489998,478150535489998,488917957126144,
1857913,1,17,3,31,22176,1,2,1,2,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,489743174126144,352769819489998,478151048489998,478151047489998,488917978126144,
1852998,4,17,3,43,20016,1,1,1,3,HEATING,SHADING,0.0,0.0,0.0,0.0,489743197126144,352769835489998,478151558489998,478151556489998,488918006126144,
1796375,4,17,3,97,20011,1,2,12,1,COOLING,SHADING,17.82878286,16.05170366,,,489743209126144,352769839489998,478151657489998,478151656489998,488918022126144,
1796375,4,17,3,97,20011,1,2,16,1,COOLING,SHADING,36.94639419,33.26377214,,,489743213126144,352769839489998,478151657489998,478151656489998,488918026126144,
1796375,4,17,3,97,20011,1,2,17,1,HEATING,SHADING,-5.823092175,-5.242677007,-127.9075672,-623440.5999,489743214126144,352769839489998,478151657489998,478151656489998,488918027126144,
1796340,4,17,3,97,20080,1,1,11,1,HEATING,SHADING,-0.181162865,-0.163105504,-3.979346468,-19395.92944,489743225126144,352769840489998,478151750489998,478151747489998,488918052126144,
1857727,1,17,3,31,21962,1,1,2,3,HEATING,CLIMATE,5.467312529,4.922359603,121.067208,590099.6665,785696765290487,352769531489998,785696724290487,785696719290487,785696746290487,
1857727,1,17,3,31,21962,1,2,3,2,HEATING,SHADING,-0.25732521,-0.231676388,-5.65229618,-27550.13638,785696767290487,352769531489998,785696724290487,785696720290487,785696747290487,
1853029,4,17,3,43,20061,1,1,7,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,942084236290487,352769571489998,942084184290487,942084179290487,942084209290487,
1796131,4,17,3,93,20008,1,1,2,3,HEATING,CLIMATE,0.989137905,0.890545847,21.82250993,106366.175,942083015290487,352769574489998,942082970290487,942082966290487,942082986290487,
1915171,4,18,4,89,20095,1,1,2,1,HEATING,SHADING,-2.342546733,-2.109054009,-51.45538568,-250801.2404,942083165290487,352769579489998,942083136290487,942083133290487,942083156290487,
1915171,4,18,4,89,20095,1,1,4,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,942083166290487,352769579489998,942083136290487,942083133290487,942083158290487,
1857782,1,17,3,31,22042,1,2,1,2,COOLING,SHADING,11.25576178,10.13384671,,,785696001290487,352769600489998,785695966290487,785695959290487,785695986290487,
1857782,1,17,3,31,22042,1,2,3,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,785696004290487,352769600489998,785695966290487,785695959290487,785695988290487,
1857874,1,17,3,31,22134,1,1,1,1,HEATING,SHADING,-4.394493492,-3.956473519,-96.52757588,-470489.832,785693623290487,352769604489998,785693596290487,785693591290487,785693612290487,
1854669,1,17,3,31,23592,1,1,3,4,HEATING,CLIMATE,9.691818983,8.725789497,214.4972721,1045491.763,785693688290487,352769614489998,785693645290487,785693638290487,785693665290487,
1837455,4,17,3,197,20165,1,1,3,1,HEATING,SHADING,0.0,0.0,0.0,0.0,785695456290487,352769621489998,785695426290487,785695423290487,785695440290487,
1837455,4,17,3,197,20165,1,1,3,2,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,785695457290487,352769621489998,785695426290487,785695423290487,785695440290487,
1837455,4,17,3,197,20165,1,1,4,2,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,785695459290487,352769621489998,785695426290487,785695423290487,785695441290487,
1852442,4,17,3,31,20004,1,1,6,1,HEATING,CLIMATE,1.979388228,1.782093232,43.67269692,212867.2521,785698308290487,352769622489998,785698266290487,785698261290487,785698290290487,
1857132,1,17,3,31,23612,1,1,3,3,COOLING,SHADING,10.84763311,9.766398152,,,707805284126144,352769670489998,707805244126144,707805238126144,707805263126144,
1857771,1,17,3,31,22053,1,1,3,4,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,707806192126144,352769673489998,707806159126144,707806153126144,707806179126144,
1837523,4,17,3,197,20124,1,2,9,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,707806575126144,352769714489998,707806501126144,707806494126144,707806527126144,
1837523,4,17,3,197,20124,1,2,13,1,COOLING,CLIMATE,5.051235698,4.54775512,,,707806579126144,352769714489998,707806501126144,707806494126144,707806531126144,
1837523,4,17,3,197,20124,1,2,5,1,COOLING,CLIMATE,10.11293521,9.104931078,,,707806569126144,352769714489998,707806501126144,707806494126144,707806523126144,
1837523,4,17,3,197,20124,1,2,5,1,COOLING,SHADING,10.84763311,9.766398152,,,707806569126144,352769714489998,707806501126144,707806494126144,707806523126144,
1856834,1,17,3,31,23262,1,1,2,1,COOLING,SHADING,6.175632573,5.560078034,,,491758120126144,352769727489998,491758094126144,491758092126144,491758109126144,
1856834,1,17,3,31,23262,1,1,3,4,HEATING,CLIMATE,2.034035938,1.831293945,44.70775844,217912.2967,491758126126144,352769727489998,491758094126144,491758092126144,491758110126144,
1852387,4,17,3,31,20101,1,1,4,2,HEATING,SHADING,-7.616604694,-6.857421641,-167.3031008,-815460.3184,491758243126144,352769731489998,491758221126144,491758218126144,491758237126144,
1857797,1,17,3,31,22027,1,1,1,2,HEATING,SHADING,-0.02588041,-0.023300787,-0.568478085,-2770.847152,491758361126144,352769736489998,491758344126144,491758342126144,491758358126144,
1857071,1,17,3,31,23538,1,1,1,3,COOLING,CLIMATE,1.74391986,1.57009511,,,491758503126144,352769742489998,491758487126144,491758486126144,491758499126144,
1856813,1,17,3,31,23202,1,1,2,1,HEATING,CLIMATE,1.979388228,1.782093232,43.67269692,212867.2521,785698508290487,352769390489998,785698475290487,785698468290487,785698494290487,
1852362,4,17,3,31,20100,1,1,3,1,HEATING,SHADING,-8.72946226,-7.859355424,-191.747657,-934606.7388,1287852864290487,352769416489998,1287852831290487,1287852826290487,1287852847290487,
1852408,4,17,3,31,20178,1,1,8,2,HEATING,SHADING,-0.239825127,-0.215920621,-5.267896777,-25676.51624,1287853483290487,352769427489998,1287853432290487,1287853426290487,1287853451290487,
1852987,4,17,3,43,20047,1,1,8,1,HEATING,WINDBREAK,7.66424161,6.90031036,165.5911389,807115.9602,1287852487290487,352769428489998,1287852454290487,1287852452290487,1287852470290487,
1852987,4,17,3,43,20047,12,1,6,1,COOLING,CLIMATE,1.55531146,1.400286202,,,1287852489290487,352769428489998,1287852456290487,1287852452290487,1287852473290487,
1853007,4,17,3,43,20022,1,2,2,1,COOLING,CLIMATE,9.299590698,8.372656462,,,1287853043290487,352769436489998,1287853018290487,1287853015290487,1287853038290487,
1916239,5,18,4,89,20090,1,1,2,3,COOLING,CLIMATE,6.117217088,5.507485097,,,1287852547290487,352769444489998,1287852508290487,1287852502290487,1287852528290487,
1856845,1,17,3,31,23251,1,1,1,1,COOLING,CLIMATE,9.876637998,8.892186725,,,785696570290487,352769453489998,785696544290487,785696541290487,785696561290487,
1854651,2,17,3,31,23232,1,2,1,2,COOLING,CLIMATE,9.938821476,8.948172081,,,942083705290487,559740535126144,942083683290487,942083678290487,942083700290487,352769800489998.0
1857694,2,17,3,31,21834,1,1,2,2,HEATING,CLIMATE,4.062790287,3.657832743,89.82925135,437841.1971,942084429290487,559740547126144,942084391290487,942084385290487,942084410290487,352769803489998.0
1857067,2,17,3,31,23488,1,1,2,2,HEATING,CLIMATE,2.196398603,1.977473155,47.80120792,232990.2318,942083269290487,559740571126144,942083233290487,942083224290487,942083252290487,352769812489998.0
1856834,2,17,3,31,23262,1,1,2,3,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,942230977290487,781817043290487,942230941290487,942230933290487,942230960290487,352769727489998.0
1856834,2,17,3,31,23262,1,1,3,4,COOLING,SHADING,1.503632272,1.353758124,,,942230981290487,781817043290487,942230941290487,942230933290487,942230961290487,352769727489998.0
1854662,2,17,3,31,23221,1,1,3,1,HEATING,CLIMATE,0.989137905,0.890545847,21.82250993,106366.175,942231573290487,781817055290487,942231533290487,942231527290487,942231556290487,352769725489998.0
1857771,2,17,3,31,22053,1,1,2,1,HEATING,CLIMATE,7.193345523,6.476350716,158.9319173,774657.9193,1287854367290487,992948034290487,1287854336290487,1287854331290487,1287854354290487,352769673489998.0
1857132,2,17,3,31,23612,1,1,4,3,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,1287852781290487,992948058290487,1287852748290487,1287852742290487,1287852768290487,352769670489998.0
1469295,1,55,5,59,22215,1,1,1,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,489743569126144,923464,478152716489998,478152715489998,488921596126144,
1467849,1,55,5,59,21553,1,1,4,3,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,785692944290487,923694,785692881290487,785692876290487,785692902290487,
1467849,1,55,5,59,21553,1,1,5,3,HEATING,SHADING,-6.470102417,-5.825196675,-142.1195191,-692711.7776,785692947290487,923694,785692881290487,785692876290487,785692903290487,
1469307,1,55,5,59,22221,1,1,3,1,HEATING,SHADING,0.0,0.0,0.0,0.0,942163629290487,924136,942163483290487,942163480290487,942163505290487,
1469307,1,55,5,59,22221,1,1,4,1,HEATING,CLIMATE,1.979388228,1.782093232,43.67269692,212867.2521,942163630290487,924136,942163483290487,942163480290487,942163506290487,
1469307,1,55,5,59,22221,1,1,19,1,HEATING,SHADING,-0.012940205,-0.011650394,-0.284239043,-1385.423576,942163648290487,924136,942163483290487,942163480290487,942163521290487,
1857855,1,17,3,31,22099,1,1,2,1,HEATING,CLIMATE,2.128473072,1.916318083,47.14982461,229815.2922,785694145290487,352769466489998,785694112290487,785694107290487,785694132290487,
1852507,4,17,3,31,20070,1,1,1,1,COOLING,SHADING,11.0660174,9.963015052,,,942210919290487,352769479489998,942210893290487,942210890290487,942210912290487,
1857071,1,17,3,31,23538,1,1,1,4,HEATING,CLIMATE,0.983113804,0.885122197,21.68083399,105675.6253,491758504126144,352769742489998,491758487126144,491758486126144,491758499126144,
1857868,1,17,3,31,22140,1,1,1,1,HEATING,CLIMATE,1.442458664,1.29868198,31.91563771,155561.5883,491758722126144,352769748489998,491758710126144,491758709126144,491758720126144,
1857349,1,17,3,31,23813,1,2,1,4,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,491758866126144,352769753489998,491758849126144,491758848126144,491758861126144,
1852370,5,17,3,31,20112,1,1,1,1,COOLING,CLIMATE,4.92410571,4.433296779,,,491759342126144,352769766489998,491759306126144,491759305126144,491759323126144,
1796301,4,17,3,97,20087,1,1,11,1,HEATING,SHADING,0.0,0.0,0.0,0.0,491759449126144,352769767489998,491759370126144,491759369126144,491759393126144,
1837533,4,17,3,197,20006,1,1,3,1,COOLING,SHADING,44.57195681,40.12925883,,,489743236126144,352769852489998,478152185489998,478152184489998,488918148126144,
1796301,4,17,3,97,20087,13,1,23,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,491759463126144,352769767489998,491759373126144,491759369126144,491759409126144,
1795853,4,17,3,89,20007,1,1,1,1,COOLING,CLIMATE,1.764624192,1.588735744,,,491757496126144,352769784489998,491757463126144,491757461126144,491757476126144,
1795853,4,17,3,89,20007,1,1,4,1,COOLING,SHADING,12.37632511,11.14271818,,,491757502126144,352769784489998,491757463126144,491757461126144,491757479126144,
1795853,4,17,3,89,20007,1,1,7,1,COOLING,CLIMATE,5.045181889,4.542304723,,,491757508126144,352769784489998,491757463126144,491757461126144,491757482126144,
1857067,1,17,3,31,23488,1,1,2,2,HEATING,CLIMATE,1.979388228,1.782093232,43.67269692,212867.2521,489743159126144,352769812489998,478150840489998,478150838489998,488917969126144,
1857067,1,17,3,31,23488,1,1,3,3,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,489743164126144,352769812489998,478150840489998,478150838489998,488917970126144,
1856790,1,17,3,31,23171,1,2,1,1,HEATING,SHADING,-7.751182893,-6.978585794,-170.2591883,-829868.7307,489743177126144,352769825489998,478151202489998,478151201489998,488917982126144,
1852998,4,17,3,43,20016,1,1,3,2,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,489743202126144,352769835489998,478151558489998,478151556489998,488918008126144,
1852998,4,17,3,43,20016,1,1,5,2,COOLING,CLIMATE,10.1502453,9.138522292,,,489743205126144,352769835489998,478151558489998,478151556489998,488918009126144,
1796375,4,17,3,97,20011,1,2,25,1,COOLING,SHADING,0.0,0.0,,,489743222126144,352769839489998,478151657489998,478151656489998,488918035126144,
1857766,1,17,3,31,22004,1,2,2,1,HEATING,SHADING,-5.823092175,-5.242677007,-127.9075672,-623440.5999,785693402290487,352769528489998,785693374290487,785693369290487,785693394290487,
1857727,1,17,3,31,21962,1,2,3,1,HEATING,SHADING,-0.851835176,-0.76692873,-18.71104934,-91200.45105,785696766290487,352769531489998,785696724290487,785696720290487,785696747290487,
1857727,1,17,3,31,21962,1,2,3,4,COOLING,SHADING,0.0,0.0,,,785696769290487,352769531489998,785696724290487,785696720290487,785696747290487,
1796131,4,17,3,93,20008,1,1,1,1,COOLING,CLIMATE,8.747479653,7.875576939,,,942083010290487,352769574489998,942082970290487,942082966290487,942082985290487,
1852501,4,17,3,31,20024,1,1,1,2,HEATING,CLIMATE,1.637604814,1.474376989,36.23454291,176612.5778,785697085290487,352769585489998,785697064290487,785697061290487,785697077290487,
1854669,1,17,3,31,23592,1,1,2,2,HEATING,CLIMATE,4.843080422,4.360347665,107.1836717,522429.2356,785693682290487,352769614489998,785693645290487,785693638290487,785693664290487,
1852442,4,17,3,31,20004,1,2,8,2,HEATING,WINDBREAK,6.131393288,5.520248288,132.4729111,645692.7682,785698318290487,352769622489998,785698266290487,785698262290487,785698295290487,
1857132,1,17,3,31,23612,1,1,1,3,HEATING,SHADING,-0.323505121,-0.291259834,-7.105975957,-34635.58888,707805276126144,352769670489998,707805244126144,707805238126144,707805261126144,
1857132,1,17,3,31,23612,1,1,2,4,HEATING,SHADING,-8.594021607,-7.737414783,-188.7726252,-920105.9892,707805281126144,352769670489998,707805244126144,707805238126144,707805262126144,
1852384,4,17,3,31,20155,1,2,1,2,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,707806891126144,352769684489998,707806863126144,707806857126144,707806880126144,
1837523,4,17,3,197,20124,1,2,8,1,COOLING,SHADING,1.074023039,0.966970078,,,707806572126144,352769714489998,707806501126144,707806494126144,707806526126144,
1854662,1,17,3,31,23221,1,1,3,2,COOLING,SHADING,5.853425653,5.269987003,,,491758024126144,352769725489998,491757995126144,491757993126144,491758011126144,
1467748,1,55,5,59,21502,1,1,1,2,COOLING,SHADING,5.219752114,4.699474706,,,1287172494290487,924142,1287172460290487,1287172455290487,1287172475290487,
1467748,1,55,5,59,21502,1,1,1,3,COOLING,CLIMATE,5.023993558,4.523228332,,,1287172495290487,924142,1287172460290487,1287172455290487,1287172475290487,
1467748,1,55,5,59,21502,1,1,2,2,COOLING,CLIMATE,5.023993558,4.523228332,,,1287172497290487,924142,1287172460290487,1287172455290487,1287172476290487,
1857898,1,17,3,31,22191,1,1,1,2,COOLING,CLIMATE,2.502916066,2.25343857,,,785693205290487,352769406489998,785693175290487,785693172290487,785693194290487,
1852362,4,17,3,31,20100,1,1,5,1,COOLING,SHADING,128.1309518,115.3595332,,,1287852866290487,352769416489998,1287852831290487,1287852826290487,1287852848290487,
1852362,4,17,3,31,20100,1,1,5,2,HEATING,CLIMATE,14.37645672,12.94348721,318.6823122,1553305.22,1287852867290487,352769416489998,1287852831290487,1287852826290487,1287852848290487,
1852987,4,17,3,43,20047,12,1,6,1,HEATING,WINDBREAK,6.131393288,5.520248288,132.4729111,645692.7682,1287852489290487,352769428489998,1287852456290487,1287852452290487,1287852473290487,
1853007,4,17,3,43,20022,1,2,1,2,COOLING,CLIMATE,9.299590698,8.372656462,,,1287853042290487,352769436489998,1287853018290487,1287853015290487,1287853037290487,
1856933,2,17,3,31,23379,1,2,1,1,COOLING,CLIMATE,9.98234991,8.98736183,,,942083976290487,559740539126144,942083953290487,942083948290487,942083971290487,352769826489998.0
1857067,2,17,3,31,23488,1,1,2,2,COOLING,SHADING,22.33967839,20.11297688,,,942083269290487,559740571126144,942083233290487,942083224290487,942083252290487,352769812489998.0
1856834,2,17,3,31,23262,1,1,4,4,HEATING,CLIMATE,2.346151991,2.112299914,51.64952658,251747.5121,942230985290487,781817043290487,942230941290487,942230933290487,942230962290487,352769727489998.0
1854662,2,17,3,31,23221,1,1,1,3,HEATING,SHADING,-7.852116201,-7.069458601,-172.4762464,-840675.0035,942231567290487,781817055290487,942231533290487,942231527290487,942231554290487,352769725489998.0
1854662,2,17,3,31,23221,1,1,2,1,COOLING,CLIMATE,9.87041965,8.886588189,,,942231569290487,781817055290487,942231533290487,942231527290487,942231555290487,352769725489998.0
1854662,2,17,3,31,23221,1,1,2,1,HEATING,CLIMATE,1.979388228,1.782093232,43.67269692,212867.2521,942231569290487,781817055290487,942231533290487,942231527290487,942231555290487,352769725489998.0
1854662,2,17,3,31,23221,1,1,2,3,HEATING,CLIMATE,1.979388228,1.782093232,43.67269692,212867.2521,942231571290487,781817055290487,942231533290487,942231527290487,942231555290487,352769725489998.0
1854662,2,17,3,31,23221,1,1,4,1,HEATING,CLIMATE,1.979388228,1.782093232,43.67269692,212867.2521,942231577290487,781817055290487,942231533290487,942231527290487,942231557290487,352769725489998.0
1854662,2,17,3,31,23221,1,1,4,1,HEATING,SHADING,-0.012940205,-0.011650394,-0.284239043,-1385.423576,942231577290487,781817055290487,942231533290487,942231527290487,942231557290487,352769725489998.0
1857771,2,17,3,31,22053,1,1,3,2,COOLING,SHADING,101.8173874,91.6687663,,,1287854369290487,992948034290487,1287854336290487,1287854331290487,1287854355290487,352769673489998.0
1854661,2,17,3,31,23222,1,1,2,3,COOLING,CLIMATE,3.805027021,3.425761962,,,1287852597290487,992948043290487,1287852575290487,1287852566290487,1287852589290487,352769663489998.0
1857132,2,17,3,31,23612,1,1,4,2,HEATING,CLIMATE,1.979388228,1.782093232,43.67269692,212867.2521,1287852780290487,992948058290487,1287852748290487,1287852742290487,1287852768290487,352769670489998.0
1857132,2,17,3,31,23612,1,1,4,4,COOLING,SHADING,1.074023039,0.966970078,,,1287852782290487,992948058290487,1287852748290487,1287852742290487,1287852768290487,352769670489998.0
1469784,5,55,5,59,20076,1,1,3,1,HEATING,SHADING,-3.13411767,-2.821725322,-68.84269637,-335549.5914,785696388290487,923575,785696356290487,785696352290487,785696371290487,
1469478,1,55,5,59,22292,1,1,1,1,HEATING,SHADING,-0.261392135,-0.235337943,-5.741628519,-27985.55555,785694714290487,923693,785694652290487,785694646290487,785694678290487,
1467849,1,55,5,59,21553,1,1,7,2,HEATING,CLIMATE,10.31643735,9.288149192,228.3886107,1113200.224,785692952290487,923694,785692881290487,785692876290487,785692905290487,
1469860,5,55,5,59,20288,1,1,1,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,942159854290487,924134,942159830290487,942159826290487,942159847290487,
1469860,5,55,5,59,20288,1,2,3,1,COOLING,CLIMATE,6.420948099,5.7809418,,,942159856290487,924134,942159830290487,942159827290487,942159849290487,
1469307,1,55,5,59,22221,1,1,2,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,942163628290487,924136,942163483290487,942163480290487,942163504290487,
1469307,1,55,5,59,22221,1,1,8,1,HEATING,CLIMATE,0.989137905,0.890545847,21.82250993,106366.175,942163634290487,924136,942163483290487,942163480290487,942163510290487,
1469307,1,55,5,59,22221,1,1,26,1,COOLING,SHADING,0.0,0.0,,,942163655290487,924136,942163483290487,942163480290487,942163528290487,
1857035,1,17,3,31,23466,1,1,3,1,HEATING,CLIMATE,7.817963888,7.038710411,172.823256,842366.3802,785694822290487,352769456489998,785694785290487,785694777290487,785694811290487,
1853001,4,17,3,43,20201,1,2,1,3,HEATING,SHADING,-0.197985136,-0.17825102,-4.34885734,-21196.98066,942212255290487,352769491489998,942212233290487,942212229290487,942212250290487,
