SAMPLE_NAME,REPORT_YEAR,ATTRIBUTE_NAME,CALCULATION_NAME,ADJUSTMENT_EXPRESSION,REQUIRED_SAMPLE_CONSTRAINT,DOMAIN_TYPE,CN,PSS_CN,PATTR_CN
MadWIUA2021FS,2021,"Gross bole wood volume, live timber trees","Gross Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1256494015290487,1256491875290487,552303655126144
MadWIUA2021Cur,2021,"Basal area, live mother trees","Basal Area, Live Mother Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1302248717290487,1256491874290487,1226802218290487
MadWIUA2021Cur,2021,Number of live and dead trees,Number of Live and Dead Trees,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1536927163290487,1256491874290487,1536921283290487
MadWIUA2021FS,2021,"Aboveground biomass, live and dead saplings","Aboveground Biomass, Saplings",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1256494032290487,1256491875290487,552303672126144
MadWIUA2021FS,2021,"Sawlog bark and wood biomass, live sawtimber trees",Sawlog Bark and Wood Biomass,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1256494033290487,1256491875290487,552303673126144
MadWIUA2021FS,2021,"Sound bole wood volume, live timber trees","Sound Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1256494034290487,1256491875290487,552303674126144
RocNYUA2022FS,2022,"Sawlog bark and wood biomass, live sawtimber trees",Sawlog Bark and Wood Biomass,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490861803290487,1490861638290487,552303673126144
RocNYUA2022FS,2022,"Gross total-stem wood volume, live woodland specie","Gross Total-Stem Wood Volume, Live Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1674775101290487,1490861638290487,1674062052290487
RocNYUA2022FS,2022,"Sound total-stem wood volume, live woodland specie","Sound Total-Stem Wood Volume, Live Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1674775103290487,1490861638290487,1674062054290487
RocNYUA2022FS,2022,"Annual gross carbon sequestration, live trees (FIA","Gross C Sequestration (FIA), Live Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1490861783290487,1490861638290487,552303653126144
RocNYUA2022FS,2022,"Gross sawlog wood volume, live sawtimber trees",Gross Sawlog Wood Volume,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490861786290487,1490861638290487,552303656126144
RocNYUA2022FS,2022,Number of live and dead trees,Number of Live and Dead Trees,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1536927224290487,1490861638290487,1536921283290487
RocNYUA2022FS,2022,Number of live and dead mother trees,Number of Live and Dead Mother Trees,*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1536927435290487,1490861638290487,1536921284290487
RocNYUA2022Inv,2022,"Whole-tree carbon content, live and dead trees (iT","Carbon Storage (iTree), Live and Dead Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1490861821290487,1490861639290487,552303640126144
RocNYUA2022Inv,2022,Annual electricity-based carbon emissions avoided,Electricity Carbon Emissions Avoided,*CASE WHEN ee.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN ee.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1490861827290487,1490861639290487,552303646126144
RocNYUA2022Inv,2022,Annual fuel-based carbon emissions avoided,Fuel Carbon Emissions Avoided,*CASE WHEN ee.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN ee.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1490861830290487,1490861639290487,552303649126144
MilWIUA2022FS,2022,"Sound bole wood volume, live timber trees","Sound Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491058743290487,1491058605290487,552303674126144
MilWIUA2022FS,2022,"Stump bark wood biomass, live and dead timber tree","Stump Bark Wood Biomass, Live and Dead Timber Tree",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491058745290487,1491058605290487,552303676126144
MilWIUA2022FS,2022,"Gross total-stem wood volume, live and dead woodla","Gross Total-Stem Wood Volume, Live & Dead Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1674775392290487,1491058605290487,1674062051290487
MadWIUA2021FS,2021,Number of live seedlings,Number of Live Seedlings,*CASE WHEN sdl.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN sdl.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,SEEDLING,1256494039290487,1256491875290487,552303679126144
MadWIUA2021FS,2021,"Aboveground biomass, live and dead woodland specie","Aboveground Biomass, Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1256494042290487,1256491875290487,552303682126144
MadWIUA2021FS,2021,"Sound total-stem wood volume, live woodland specie","Sound Total-Stem Wood Volume, Live Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1674775079290487,1256491875290487,1674062054290487
MadWIUA2021FS,2021,"Gross sawlog wood volume, live sawtimber trees",Gross Sawlog Wood Volume,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1256494016290487,1256491875290487,552303656126144
MadWIUA2021FS,2021,"Sound total-stem wood volume, live and dead trees","Sound Total-Stem Wood Volume, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619925290487,1256491875290487,1676618683290487
MadWIUA2021Inv,2021,"Belowground carbon, live and dead trees","Belowground Carbon, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1301464474290487,1301462821290487,552303637126144
MadWIUA2021Inv,2021,Compensatory value,Compensatory Value (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1301464478290487,1301462821290487,552303641126144
MadWIUA2021Inv,2021,"Whole-tree biomass, live and dead trees (iTree)","Dry Total Biomass (iTree), Live and Dead Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1301464482290487,1301462821290487,552303645126144
MadWIUA2021Inv,2021,Annual fuel use avoided,Fuel Use Avoided,*CASE WHEN ee.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN ee.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1301464487290487,1301462821290487,552303650126144
RocNYUA2022Inv,2022,Leaf area (iTree),Leaf Area (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1490861840290487,1490861639290487,552303659126144
RocNYUA2022Inv,2022,"Net bole wood volume, live timber trees","Net Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490861843290487,1490861639290487,552303662126144
RocNYUA2022Inv,2022,"Whole-tree biomass, live and dead trees","Whole-tree Biomass, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490861861290487,1490861639290487,552303680126144
RocNYUA2022Inv,2022,"Whole-tree carbon content, live and dead trees","Whole-tree Carbon Content, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490861862290487,1490861639290487,552303681126144
RocNYUA2022Inv,2022,"Area of impervious cover, in acres",Proportion Impervious Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1490861847290487,1490861639290487,552303666126144
RocNYUA2022Inv,2022,Number of live and dead trees,Number of Live and Dead Trees,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1536927225290487,1490861639290487,1536921283290487
TreNJUA2022Cur,2022,"Belowground biomass, live and dead trees","Belowground Biomass, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490868882290487,1490864917290487,552303636126144
TreNJUA2022Cur,2022,"Bole bark and wood biomass, live timber trees","Bole Bark and Wood Biomass, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490868884290487,1490864917290487,552303638126144
MilWIUA2022Inv,2022,Crown ground area,Crown Ground Area (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491058762290487,1491058606290487,552303642126144
MilWIUA2022Inv,2022,"Whole-tree biomass, live and dead trees","Whole-tree Biomass, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491058800290487,1491058606290487,552303680126144
MilWIUA2022Inv,2022,"Aboveground biomass, live and dead woodland specie","Aboveground Biomass, Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491058802290487,1491058606290487,552303682126144
MilWIUA2022Inv,2022,"Gross sawlog wood volume, live sawtimber trees",Gross Sawlog Wood Volume,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491058776290487,1491058606290487,552303656126144
MilWIUA2022Inv,2022,"Net sawlog wood volume, live sawtimber trees",Net Sawlog Wood Volume,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491058783290487,1491058606290487,552303663126144
MilWIUA2022Inv,2022,"Gross total-stem wood volume, live and dead timber","Gross Total-Stem Wood Volume, Live and Dead Timber",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676621378290487,1491058606290487,1676618353290487
MilWIUA2022Inv,2022,"Gross total-stem wood volume, live trees","Gross Total-Stem Wood Volume, Live Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676621379290487,1491058606290487,1676618354290487
MilWIUA2022Inv,2022,"Sound total-stem wood volume, live and dead trees","Sound Total-Stem Wood Volume, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676621381290487,1491058606290487,1676618683290487
MilWIUA2022Inv,2022,Number of live and dead trees,Number of Live and Dead Trees,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1536927180290487,1491058606290487,1536921283290487
MilWIUA2022Inv,2022,Number of live and dead mother trees,Number of Live and Dead Mother Trees,*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1536927391290487,1491058606290487,1536921284290487
MadWIUA2021Inv,2021,"Sound sawlog wood volume, live sawtimber trees",Sound Sawlog Wood Volume,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1301464512290487,1301462821290487,552303675126144
MadWIUA2021Inv,2021,Number of live seedlings,Number of Live Seedlings,*CASE WHEN sdl.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN sdl.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,SEEDLING,1301464516290487,1301462821290487,552303679126144
MadWIUA2021Inv,2021,"Basal area, live mother trees","Basal Area, Live Mother Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1302248825290487,1301462821290487,1226802218290487
MadWIUA2021Inv,2021,"Sound total-stem wood volume, live and dead timber","Sound Total-Stem Wood Volume, Live and Dead Timber",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676620726290487,1301462821290487,1676618684290487
TreNJUA2022Cur,2022,"Annual gross carbon sequestration, live trees (iTr","Gross C Sequestration (iTree), Live Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1490868900290487,1490864917290487,552303654126144
TreNJUA2022Cur,2022,"Area of permeable cover, in acres",Proportion Permeable Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1490868914290487,1490864917290487,552303668126144
TreNJUA2022Cur,2022,Number of live seedlings,Number of Live Seedlings,*CASE WHEN sdl.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN sdl.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,SEEDLING,1490868925290487,1490864917290487,552303679126144
TreNJUA2022Cur,2022,"Area of herbaceous cover, in acres",Proportion Herbaceous Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1490868911290487,1490864917290487,552303665126144
TreNJUA2022Cur,2022,"Area of impervious cover, in acres",Proportion Impervious Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1490868912290487,1490864917290487,552303666126144
TreNJUA2022Cur,2022,"Aboveground biomass, live and dead woodland specie","Aboveground Biomass, Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490868928290487,1490864917290487,552303682126144
TreNJUA2022Cur,2022,"Gross total-stem wood volume, live and dead timber","Gross Total-Stem Wood Volume, Live and Dead Timber",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619306290487,1490864917290487,1676618353290487
MinMNUA2021Cur,2021,Annual value of carbon emissions avoided,"Carbon Emission Avoided (iTree), Dollar Value",*CASE WHEN binta.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN binta.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1261079148290487,1261079101290487,552303639126144
MinMNUA2021Cur,2021,"Gross sawlog wood volume, live sawtimber trees (bo",Gross Sawlog Wood Volume (Board Feet),*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1261079161290487,1261079101290487,552303652126144
MinMNUA2021Cur,2021,"Area of shrub/seedling cover, in acres",Proportion Shrub/Seed Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1261079178290487,1261079101290487,552303669126144
MinMNUA2021Cur,2021,"Whole-tree carbon content, live and dead trees","Whole-tree Carbon Content, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1261079190290487,1261079101290487,552303681126144
MadWIUA2022Cur,2022,"Area of building cover, in acres",Proportion Building Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1491057571290487,1491057477290487,552303664126144
MadWIUA2022Cur,2022,"Aboveground biomass, live and dead saplings","Aboveground Biomass, Saplings",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491057579290487,1491057477290487,552303672126144
MadWIUA2022Cur,2022,Number of live trees,Number of Live Trees,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491057585290487,1491057477290487,552303678126144
MadWIUA2022Cur,2022,"Gross total-stem wood volume, live and dead woodla","Gross Total-Stem Wood Volume, Live & Dead Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1674774968290487,1491057477290487,1674062051290487
MadWIUA2022Cur,2022,"Sound total-stem wood volume, live woodland specie","Sound Total-Stem Wood Volume, Live Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1674774971290487,1491057477290487,1674062054290487
MadWIUA2022Cur,2022,"Gross total-stem wood volume, live trees","Gross Total-Stem Wood Volume, Live Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619707290487,1491057477290487,1676618354290487
MadWIUA2022Cur,2022,"Sound total-stem wood volume, live trees","Sound Total-Stem Wood Volume, Live Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619711290487,1491057477290487,1676618685290487
MadWIUA2022Cur,2022,"Sound total-stem wood volume, live timber species","Sound Total-Stem Wood Volume, Live Timber",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619712290487,1491057477290487,1676618686290487
MadWIUA2022FS,2022,"Basal area, live trees","Basal Area, Live Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491057593290487,1491057478290487,552303635126144
MadWIUA2022FS,2022,"Whole-tree biomass, live and dead trees (iTree)","Dry Total Biomass (iTree), Live and Dead Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491057603290487,1491057478290487,552303645126144
MadWIUA2022FS,2022,Annual value of electricity use avoided,Electricity Use Avoided Dollar Value (iTree),*CASE WHEN binta.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN binta.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491057606290487,1491057478290487,552303648126144
TreNJUA2022FS,2022,Annual value of carbon emissions avoided,"Carbon Emission Avoided (iTree), Dollar Value",*CASE WHEN binta.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN binta.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1490868936290487,1490864918290487,552303639126144
TreNJUA2022FS,2022,Annual electricity-based carbon emissions avoided,Electricity Carbon Emissions Avoided,*CASE WHEN ee.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN ee.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1490868943290487,1490864918290487,552303646126144
TreNJUA2022FS,2022,Leaf biomass (iTree),Leaf Biomass (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1490868957290487,1490864918290487,552303660126144
TreNJUA2022FS,2022,"Aboveground biomass, live and dead saplings","Aboveground Biomass, Saplings",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490868969290487,1490864918290487,552303672126144
TreNJUA2022FS,2022,Number of live trees,Number of Live Trees,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490868975290487,1490864918290487,552303678126144
TreNJUA2022FS,2022,"Sound total-stem wood volume, live and dead timber","Sound Total-Stem Wood Volume, Live and Dead Timber",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676620150290487,1490864918290487,1676618684290487
MinMNUA2021FS,2021,"Belowground carbon, live and dead trees","Belowground Carbon, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1261079195290487,1261079102290487,552303637126144
MinMNUA2021FS,2021,Crown ground area,Crown Ground Area (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1261079200290487,1261079102290487,552303642126144
MinMNUA2021FS,2021,Leaf area (iTree),Leaf Area (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1261079217290487,1261079102290487,552303659126144
MinMNUA2021FS,2021,"Sound bole wood volume, live timber trees","Sound Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1261079232290487,1261079102290487,552303674126144
MinMNUA2021FS,2021,"Sound total-stem wood volume, live and dead woodla","Sound Total-Stem Wood Volume, Live & Dead Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1674775270290487,1261079102290487,1674062053290487
MinMNUA2021FS,2021,Number of live mother trees,Number of Live Mother Trees,*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1302248728290487,1261079102290487,1226802219290487
MadWIUA2022Inv,2022,"Basal area, live trees","Basal Area, Live Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491057644290487,1491057479290487,552303635126144
MadWIUA2022FS,2022,Leaf biomass (iTree),Leaf Biomass (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491057618290487,1491057478290487,552303660126144
MadWIUA2022FS,2022,"Sound bole wood volume, live timber trees","Sound Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491057632290487,1491057478290487,552303674126144
MadWIUA2022FS,2022,"Sound sawlog wood volume, live sawtimber trees",Sound Sawlog Wood Volume,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491057633290487,1491057478290487,552303675126144
MadWIUA2022FS,2022,Number of live trees,Number of Live Trees,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491057636290487,1491057478290487,552303678126144
MadWIUA2022FS,2022,Number of live mother trees,Number of Live Mother Trees,*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491057642290487,1491057478290487,1226802219290487
MadWIUA2022FS,2022,"Gross sawlog wood volume, live sawtimber trees",Gross Sawlog Wood Volume,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491057614290487,1491057478290487,552303656126144
MadWIUA2022FS,2022,"Gross total-stem wood volume, live and dead trees","Gross Total-Stem Wood Volume, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676620545290487,1491057478290487,1676618352290487
TreNJUA2022Inv,2022,Annual fuel-based carbon emissions avoided,Fuel Carbon Emissions Avoided,*CASE WHEN ee.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN ee.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1490868997290487,1490864919290487,552303649126144
