SAMPLE_NAME,REPORT_YEAR,ATTRIBUTE_NAME,CALCULATION_NAME,ADJUSTMENT_EXPRESSION,REQUIRED_SAMPLE_CONSTRAINT,DOMAIN_TYPE,CN,PSS_CN,PATTR_CN
WasDCUA2021FS,2021,"Gross total-stem wood volume, live trees","Gross Total-Stem Wood Volume, Live Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676620315290487,1273081778290487,1676618354290487
WasDCUA2021FS,2021,"Gross total-stem wood volume, live timber species","Gross Total-Stem Wood Volume, Live Timber",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676620316290487,1273081778290487,1676618464290487
WasDCUA2021FS,2021,"Sound total-stem wood volume, live and dead trees","Sound Total-Stem Wood Volume, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676620317290487,1273081778290487,1676618683290487
WasDCUA2021Inv,2021,"Aboveground carbon, live and dead trees","Aboveground Carbon, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1273082090290487,1273081779290487,552303634126144
WasDCUA2021Inv,2021,Annual value of carbon emissions avoided,"Carbon Emission Avoided (iTree), Dollar Value",*CASE WHEN binta.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN binta.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1273082095290487,1273081779290487,552303639126144
WasDCUA2021Inv,2021,"Aboveground biomass, live and dead trees","Aboveground Biomass, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1273082100290487,1273081779290487,552303644126144
WasDCUA2021Inv,2021,"Whole-tree biomass, live and dead trees (iTree)","Dry Total Biomass (iTree), Live and Dead Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1273082101290487,1273081779290487,552303645126144
WasDCUA2021Inv,2021,Leaf biomass (iTree),Leaf Biomass (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1273082116290487,1273081779290487,552303660126144
WasDCUA2021Inv,2021,"Net sawlog wood volume, live sawtimber trees (boar",Net Sawlog Wood Volume (Board Feet),*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1273082117290487,1273081779290487,552303661126144
WasDCUA2021Inv,2021,"Net bole wood volume, live timber trees","Net Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1273082118290487,1273081779290487,552303662126144
WasDCUA2021Inv,2021,"Area of building cover, in acres",Proportion Building Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1273082120290487,1273081779290487,552303664126144
WasDCUA2021Inv,2021,"Area of shrub/seedling cover, in acres",Proportion Shrub/Seed Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1273082125290487,1273081779290487,552303669126144
WasDCUA2021Inv,2021,"Area of water cover, in acres",Proportion Water Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1273082127290487,1273081779290487,552303671126144
WasDCUA2021Inv,2021,"Sound bole wood volume, live timber trees","Sound Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1273082130290487,1273081779290487,552303674126144
WasDCUA2021Inv,2021,"Basal area, live mother trees","Basal Area, Live Mother Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1302248809290487,1273081779290487,1226802218290487
WasDCUA2022Cur,2022,Annual value of carbon emissions avoided,"Carbon Emission Avoided (iTree), Dollar Value",*CASE WHEN binta.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN binta.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1490982525290487,1490982113290487,552303639126144
WasDCUA2021Inv,2021,Number of live and dead mother trees,Number of Live and Dead Mother Trees,*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1536927500290487,1273081779290487,1536921284290487
StMOUA2021Cur,2021,Annual fuel use avoided,Fuel Use Avoided,*CASE WHEN ee.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN ee.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1268233131290487,1268233083290487,552303650126144
StMOUA2021Cur,2021,"Sound total-stem wood volume, live and dead trees","Sound Total-Stem Wood Volume, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619293290487,1268233083290487,1676618683290487
StMOUA2021FS,2021,"Aboveground carbon, live and dead trees","Aboveground Carbon, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1268233164290487,1268233084290487,552303634126144
StMOUA2021Cur,2021,Leaf biomass (iTree),Leaf Biomass (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1268233141290487,1268233083290487,552303660126144
StMOUA2021Cur,2021,"Net bole wood volume, live timber trees","Net Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1268233143290487,1268233083290487,552303662126144
StMOUA2021Cur,2021,"Aboveground biomass, live and dead saplings","Aboveground Biomass, Saplings",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1268233153290487,1268233083290487,552303672126144
StMOUA2021Cur,2021,"Sound sawlog wood volume, live sawtimber trees",Sound Sawlog Wood Volume,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1268233156290487,1268233083290487,552303675126144
StMOUA2021Cur,2021,"Stump bark wood biomass, live and dead timber tree","Stump Bark Wood Biomass, Live and Dead Timber Tree",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1268233157290487,1268233083290487,552303676126144
StMOUA2021FS,2021,"Whole-tree biomass, live and dead trees (iTree)","Dry Total Biomass (iTree), Live and Dead Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1268233175290487,1268233084290487,552303645126144
StMOUA2021FS,2021,Annual value of fuel use avoided,Fuel Use Avoided Dollar Value (iTree),*CASE WHEN binta.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN binta.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1268233181290487,1268233084290487,552303651126144
StMOUA2021FS,2021,Leaf biomass (iTree),Leaf Biomass (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1268233190290487,1268233084290487,552303660126144
StMOUA2021FS,2021,"Net bole wood volume, live timber trees","Net Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1268233192290487,1268233084290487,552303662126144
StMOUA2021FS,2021,Number of live mother trees,Number of Live Mother Trees,*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1302248802290487,1268233084290487,1226802219290487
StMOUA2021FS,2021,"Annual gross carbon sequestration, live trees (FIA","Gross C Sequestration (FIA), Live Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1268233183290487,1268233084290487,552303653126144
StMOUA2021FS,2021,"Sound total-stem wood volume, live and dead trees","Sound Total-Stem Wood Volume, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676620133290487,1268233084290487,1676618683290487
StMOUA2021Inv,2021,Annual fuel-based carbon emissions avoided,Fuel Carbon Emissions Avoided,*CASE WHEN ee.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN ee.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1268233228290487,1268233085290487,552303649126144
StMOUA2021Inv,2021,"Aboveground biomass, live and dead saplings","Aboveground Biomass, Saplings",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1268233251290487,1268233085290487,552303672126144
StMOUA2021Inv,2021,"Sawlog bark and wood biomass, live sawtimber trees",Sawlog Bark and Wood Biomass,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1268233252290487,1268233085290487,552303673126144
StMOUA2021Inv,2021,"Gross total-stem wood volume, live woodland specie","Gross Total-Stem Wood Volume, Live Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1674775585290487,1268233085290487,1674062052290487
StMOUA2021Inv,2021,"Top and limb bark wood biomass, live and dead timb","Top and Limb Biomass, Live and Dead Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1268233256290487,1268233085290487,552303677126144
StMOUA2022Cur,2022,"Aboveground carbon, live and dead trees","Aboveground Carbon, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491208889290487,1491208832290487,552303634126144
StMOUA2022Cur,2022,"Whole-tree biomass, live and dead trees (iTree)","Dry Total Biomass (iTree), Live and Dead Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491208899290487,1491208832290487,552303645126144
StMOUA2022Cur,2022,Annual fuel-based carbon emissions avoided,Fuel Carbon Emissions Avoided,*CASE WHEN ee.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN ee.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491208903290487,1491208832290487,552303649126144
StMOUA2022Cur,2022,"Gross bole wood volume, live timber trees","Gross Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491208909290487,1491208832290487,552303655126144
StMOUA2022Cur,2022,"Area of impervious cover, in acres",Proportion Impervious Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1491208920290487,1491208832290487,552303666126144
StMOUA2022Cur,2022,"Aboveground biomass, live and dead woodland specie","Aboveground Biomass, Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491208936290487,1491208832290487,552303682126144
StMOUA2022Cur,2022,"Gross total-stem wood volume, live and dead timber","Gross Total-Stem Wood Volume, Live and Dead Timber",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619170290487,1491208832290487,1676618353290487
StMOUA2022FS,2022,"Aboveground carbon, live and dead trees","Aboveground Carbon, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491208939290487,1491208833290487,552303634126144
StMOUA2022FS,2022,"Whole-tree carbon content, live and dead trees (iT","Carbon Storage (iTree), Live and Dead Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491208945290487,1491208833290487,552303640126144
StMOUA2022FS,2022,Crown ground area,Crown Ground Area (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491208947290487,1491208833290487,552303642126144
StMOUA2022FS,2022,"Area of herbaceous cover, in acres",Proportion Herbaceous Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1491208969290487,1491208833290487,552303665126144
StMOUA2022FS,2022,"Area of sampled land and water, in acres",All Conditions,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1491208971290487,1491208833290487,552303667126144
StMOUA2022FS,2022,"Whole-tree biomass, live and dead trees","Whole-tree Biomass, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491208984290487,1491208833290487,552303680126144
StMOUA2022FS,2022,"Whole-tree carbon content, live and dead trees","Whole-tree Carbon Content, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491208985290487,1491208833290487,552303681126144
StMOUA2022FS,2022,"Gross total-stem wood volume, live and dead woodla","Gross Total-Stem Wood Volume, Live & Dead Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1674775124290487,1491208833290487,1674062051290487
StMOUA2022FS,2022,Number of live mother trees,Number of Live Mother Trees,*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491208988290487,1491208833290487,1226802219290487
StMOUA2022FS,2022,"Sound total-stem wood volume, live trees","Sound Total-Stem Wood Volume, Live Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676620023290487,1491208833290487,1676618685290487
StMOUA2022FS,2022,Number of live and dead trees,Number of Live and Dead Trees,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1536927275290487,1491208833290487,1536921283290487
StMOUA2022Inv,2022,"Basal area, live trees","Basal Area, Live Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491208990290487,1491208834290487,552303635126144
StMOUA2022Inv,2022,Annual value of carbon emissions avoided,"Carbon Emission Avoided (iTree), Dollar Value",*CASE WHEN binta.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN binta.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491208994290487,1491208834290487,552303639126144
StMOUA2022Inv,2022,"Aboveground biomass, live and dead trees","Aboveground Biomass, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491208998290487,1491208834290487,552303644126144
StMOUA2022Inv,2022,"Whole-tree biomass, live and dead trees (iTree)","Dry Total Biomass (iTree), Live and Dead Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491208999290487,1491208834290487,552303645126144
StMOUA2022Inv,2022,Annual electricity-based carbon emissions avoided,Electricity Carbon Emissions Avoided,*CASE WHEN ee.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN ee.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491209000290487,1491208834290487,552303646126144
StMOUA2022Inv,2022,"Area of herbaceous cover, in acres",Proportion Herbaceous Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1491209019290487,1491208834290487,552303665126144
StMOUA2022Inv,2022,"Stump bark wood biomass, live and dead timber tree","Stump Bark Wood Biomass, Live and Dead Timber Tree",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491209030290487,1491208834290487,552303676126144
StMOUA2022Inv,2022,"Gross total-stem wood volume, live woodland specie","Gross Total-Stem Wood Volume, Live Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1674775533290487,1491208834290487,1674062052290487
WasDCUA2018Cur,2018,"Basal area, live trees","Basal Area, Live Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,744909735290487,744909034290487,552303635126144
WasDCUA2018Cur,2018,Crown ground area,Crown Ground Area (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,744909742290487,744909034290487,552303642126144
WasDCUA2018Cur,2018,"Aboveground biomass, live and dead trees","Aboveground Biomass, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,744909744290487,744909034290487,552303644126144
WasDCUA2018Cur,2018,Annual electricity-based carbon emissions avoided,Electricity Carbon Emissions Avoided,*CASE WHEN ee.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN ee.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,744909746290487,744909034290487,552303646126144
WasDCUA2018Cur,2018,"Net bole wood volume, live timber trees","Net Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,744909762290487,744909034290487,552303662126144
WasDCUA2018Cur,2018,"Area of building cover, in acres",Proportion Building Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,744909764290487,744909034290487,552303664126144
WasDCUA2018Cur,2018,"Area of impervious cover, in acres",Proportion Impervious Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,744909766290487,744909034290487,552303666126144
WasDCUA2018Cur,2018,"Top and limb bark wood biomass, live and dead timb","Top and Limb Biomass, Live and Dead Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,744909777290487,744909034290487,552303677126144
WasDCUA2018Cur,2018,"Sound total-stem wood volume, live and dead trees","Sound Total-Stem Wood Volume, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619029290487,744909034290487,1676618683290487
WasDCUA2018Inv,2018,"Basal area, live trees","Basal Area, Live Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,744909833290487,744909036290487,552303635126144
WasDCUA2018Inv,2018,"Aboveground biomass, live and dead trees","Aboveground Biomass, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,744909842290487,744909036290487,552303644126144
WasDCUA2018Inv,2018,Annual electricity-based carbon emissions avoided,Electricity Carbon Emissions Avoided,*CASE WHEN ee.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN ee.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,744909844290487,744909036290487,552303646126144
WasDCUA2018Inv,2018,"Net sawlog wood volume, live sawtimber trees",Net Sawlog Wood Volume,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,744909861290487,744909036290487,552303663126144
WasDCUA2018Inv,2018,"Gross sawlog wood volume, live sawtimber trees",Gross Sawlog Wood Volume,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,744909854290487,744909036290487,552303656126144
WasDCUA2018Inv,2018,"Sound total-stem wood volume, live and dead timber","Sound Total-Stem Wood Volume, Live and Dead Timber",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676620694290487,744909036290487,1676618684290487
WasDCUA2018Inv,2018,Number of live seedlings,Number of Live Seedlings,*CASE WHEN sdl.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN sdl.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,SEEDLING,744909877290487,744909036290487,552303679126144
WasDCUA2019Cur,2019,Annual fuel-based carbon emissions avoided,Fuel Carbon Emissions Avoided,*CASE WHEN ee.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN ee.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,941644183290487,941620446290487,552303649126144
WasDCUA2019Cur,2019,"Net bole wood volume, live timber trees","Net Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,941644196290487,941620446290487,552303662126144
WasDCUA2019Cur,2019,"Area of shrub/seedling cover, in acres",Proportion Shrub/Seed Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,941644203290487,941620446290487,552303669126144
WasDCUA2019Cur,2019,"Top and limb bark wood biomass, live and dead timb","Top and Limb Biomass, Live and Dead Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,941644211290487,941620446290487,552303677126144
WasDCUA2019Cur,2019,"Gross total-stem wood volume, live trees","Gross Total-Stem Wood Volume, Live Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619635290487,941620446290487,1676618354290487
WasDCUA2019Cur,2019,Number of live trees,Number of Live Trees,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,941644212290487,941620446290487,552303678126144
WasDCUA2019Inv,2019,Annual fuel-based carbon emissions avoided,Fuel Carbon Emissions Avoided,*CASE WHEN ee.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN ee.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,941644232290487,941620447290487,552303649126144
WasDCUA2019Inv,2019,Annual value of fuel use avoided,Fuel Use Avoided Dollar Value (iTree),*CASE WHEN binta.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN binta.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,941644234290487,941620447290487,552303651126144
WasDCUA2019Inv,2019,"Gross sawlog wood volume, live sawtimber trees (bo",Gross Sawlog Wood Volume (Board Feet),*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,941644235290487,941620447290487,552303652126144
