SAMPLE_NAME,REPORT_YEAR,DOMAIN_NAME,DOMAIN_TYPE,EXPRESSION,CN,PSS_CN,PDOM_CN
KanMOUA2022Cur,2022,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1491207655290487,1491207643290487,414427306489998
KanMOUA2022Cur,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1491207656290487,1491207643290487,414427309489998
KanMOUA2022Cur,2022,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1491207665290487,1491207643290487,1268166839290487
KanMOUA2022Cur,2022,Live Seedling,SEEDLING,,1491207662290487,1491207643290487,414427304489998
KanMOUA2022Cur,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1491207659290487,1491207643290487,414427301489998
KanMOUA2022FS,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1491207679290487,1491207644290487,1268170529290487
KanMOUA2022Inv,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1491207683290487,1491207645290487,414427309489998
PorORUA2018Cur,2018,Sampled Land,LAND,id_cond.cond_status_cd<5,744771498290487,744770877290487,414427310489998
PorORUA2018Cur,2018,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246931290487,744770877290487,1268170529290487
PorORUA2018Cur,2018,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,744771504290487,744770877290487,414427302489998
PorORUA2018FS,2018,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,744771512290487,744770878290487,414427301489998
AusTXUA2014All,2014,Nonsampled Land,LAND,id_cond.cond_status_cd=5,557732745126144,150560928121573,414427311489998
AusTXUA2014Cur,2014,Urban Forest,LAND,,557732734126144,150521855121573,414427308489998
AusTXUA2014Cur,2014,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,557732735126144,150521855121573,414427309489998
AusTXUA2015Cur,2015,Urban Forest,LAND,,557732760126144,467214700489998,414427308489998
AusTXUA2017Cur,2017,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,682342377126144,682341583126144,414427306489998
AusTXUA2017Cur,2017,Sampled Land,LAND,id_cond.cond_status_cd<5,682342376126144,682341583126144,414427310489998
AusTXUA2017Cur,2017,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247255290487,682341583126144,1268170529290487
AusTXUA2017Cur,2017,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,682342383126144,682341583126144,414427303489998
AusTXUA2017FS,2017,Sampled Land,LAND,id_cond.cond_status_cd<5,682342385126144,682341584126144,414427310489998
AusTXUA2017FS,2017,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247012290487,682341584126144,1268166131290487
AusTXUA2017FS,2017,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,682342392126144,682341584126144,414427303489998
AusTXUA2018All,2018,Nonsampled Land,LAND,id_cond.cond_status_cd=5,759996432290487,759996400290487,414427311489998
AusTXUA2018Cur,2018,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,759996435290487,759996401290487,414427309489998
AusTXUA2018Cur,2018,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247170290487,759996401290487,1268166839290487
AusTXUA2018FS,2018,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,759996448290487,759996402290487,414427302489998
AusTXUA2019Cur,2019,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,839636668290487,839561794290487,414427306489998
AusTXUA2019Cur,2019,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302246853290487,839561794290487,1268166132290487
AusTXUA2019Cur,2019,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,839636672290487,839561794290487,414427301489998
AusTXUA2019FS,2019,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247142290487,839561795290487,1268166839290487
AusTXUA2019FS,2019,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247143290487,839561795290487,1268170529290487
SprMOUA2019Cur,2019,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247227290487,928975528290487,1268170529290487
SprMOUA2019Cur,2019,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,928975554290487,928975528290487,414427303489998
SprMOUA2019FS,2019,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246891290487,928975529290487,1268170529290487
SprMOUA2019FS,2019,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,928975561290487,928975529290487,414427301489998
SprMOUA2019FS,2019,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,928975563290487,928975529290487,414427303489998
SprMOUA2019Inv,2019,Urban Forest,LAND,,928975569290487,928975530290487,414427308489998
SprMOUA2019Inv,2019,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247184290487,928975530290487,1268166131290487
SprMOUA2019Inv,2019,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247187290487,928975530290487,1268170529290487
SprMOUA2019Inv,2019,Live Seedling,SEEDLING,,928975574290487,928975530290487,414427304489998
SprMOUA2020Cur,2020,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1268231482290487,1268231470290487,414427303489998
SprMOUA2020Cur,2020,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1268231479290487,1268231470290487,417940978489998
SprMOUA2020FS,2020,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1268231485290487,1268231471290487,414427306489998
SprMOUA2020FS,2020,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246790290487,1268231471290487,1268166839290487
SprMOUA2020FS,2020,Live Seedling,SEEDLING,,1268231492290487,1268231471290487,414427304489998
SprMOUA2020FS,2020,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1268231489290487,1268231471290487,414427301489998
StMOUA2018Cur,2018,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,737683477290487,737683464290487,414427306489998
StMOUA2018Cur,2018,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,737683478290487,737683464290487,414427309489998
StMOUA2018FS,2018,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,737683486290487,737683465290487,414427306489998
StMOUA2018FS,2018,Urban Forest,LAND,,737683488290487,737683465290487,414427308489998
StMOUA2018FS,2018,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246783290487,737683465290487,1268170529290487
StMOUA2018FS,2018,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,737683490290487,737683465290487,414427301489998
StMOUA2018Inv,2018,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302247221290487,737683466290487,1268166132290487
StMOUA2018Inv,2018,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247222290487,737683466290487,1268166839290487
StMOUA2018Inv,2018,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,737683501290487,737683466290487,414427302489998
StMOUA2018Inv,2018,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,737683499290487,737683466290487,417940978489998
StMOUA2019FS,2019,Sampled Land,LAND,id_cond.cond_status_cd<5,932849325290487,932849305290487,414427310489998
StMOUA2019FS,2019,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,932849330290487,932849305290487,414427301489998
StMOUA2019FS,2019,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,932849331290487,932849305290487,414427302489998
StMOUA2019Inv,2019,Invasive Plant Species,INVASIVE,,932849335290487,932849306290487,414427307489998
StMOUA2019Inv,2019,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247172290487,932849306290487,1268166131290487
StMOUA2021Cur,2021,Live Seedling,SEEDLING,,1268233095290487,1268233083290487,414427304489998
StMOUA2021Cur,2021,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1268233092290487,1268233083290487,414427301489998
StMOUA2021FS,2021,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246766290487,1268233084290487,1268166839290487
StMOUA2021FS,2021,Live Seedling,SEEDLING,,1268233104290487,1268233084290487,414427304489998
StMOUA2021Inv,2021,Invasive Plant Species,INVASIVE,,1268233106290487,1268233085290487,414427307489998
StMOUA2021Inv,2021,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247096290487,1268233085290487,1268166131290487
StMOUA2022FS,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1491208864290487,1491208833290487,414427309489998
StMOUA2022FS,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1491208867290487,1491208833290487,414427301489998
StMOUA2022FS,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1491208868290487,1491208833290487,414427302489998
StMOUA2022Inv,2022,Urban Forest,LAND,,1491208879290487,1491208834290487,414427308489998
StMOUA2022Inv,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1491208885290487,1491208834290487,1268166131290487
StMOUA2022Inv,2022,Live Seedling,SEEDLING,,1491208884290487,1491208834290487,414427304489998
StMOUA2022Inv,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1491208882290487,1491208834290487,414427302489998
WasDCUA2018Cur,2018,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,744909596290487,744909034290487,414427301489998
WasDCUA2018Inv,2018,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,744909611290487,744909036290487,414427306489998
WasDCUA2018Inv,2018,Urban Forest,LAND,,744909613290487,744909036290487,414427308489998
WasDCUA2018Inv,2018,Sampled Land,LAND,id_cond.cond_status_cd<5,744909609290487,744909036290487,414427310489998
WasDCUA2018Inv,2018,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302246884290487,744909036290487,1268166131290487
WasDCUA2018Inv,2018,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,744909614290487,744909036290487,417940978489998
WasDCUA2019All,2019,Nonsampled Land,LAND,id_cond.cond_status_cd=5,941644088290487,941620445290487,414427311489998
WasDCUA2019Cur,2019,Urban Forest,LAND,,941644092290487,941620446290487,414427308489998
WasDCUA2019Cur,2019,Sampled Land,LAND,id_cond.cond_status_cd<5,941644089290487,941620446290487,414427310489998
WasDCUA2021Cur,2021,Sampled Land,LAND,id_cond.cond_status_cd<5,1273081962290487,1273081777290487,414427310489998
WasDCUA2021Cur,2021,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1273081969290487,1273081777290487,414427303489998
WasDCUA2021FS,2021,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247208290487,1273081778290487,1268166131290487
WasDCUA2021FS,2021,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247211290487,1273081778290487,1268170529290487
WasDCUA2021FS,2021,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1273081978290487,1273081778290487,414427303489998
MinMNUA2022FS,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1491006096290487,1491006014290487,1268170529290487
MinMNUA2022FS,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1491006091290487,1491006014290487,414427303489998
MinMNUA2022Inv,2022,Live Seedling,SEEDLING,,1491006106290487,1491006015290487,414427304489998
MinMNUA2022Inv,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1491006102290487,1491006015290487,417940978489998
PitPAUA2022Cur,2022,Urban Forest,LAND,,1490772415290487,1490772373290487,414427308489998
PitPAUA2022Cur,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1490772414290487,1490772373290487,414427309489998
PitPAUA2022Cur,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1490772422290487,1490772373290487,1268166132290487
PitPAUA2022Cur,2022,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490772423290487,1490772373290487,1268166839290487
PitPAUA2022FS,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1490772427290487,1490772374290487,414427309489998
PorMEUA2021Cur,2021,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302246824290487,1261185783290487,1268166131290487
PorMEUA2021FS,2021,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1261186132290487,1261185784290487,414427306489998
PorMEUA2021FS,2021,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1261186133290487,1261185784290487,414427309489998
PorMEUA2021FS,2021,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246858290487,1261185784290487,1268166839290487
PorMEUA2021Inv,2021,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1261186143290487,1261185785290487,414427309489998
PorMEUA2022FS,2022,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490985717290487,1490985472290487,1268166839290487
PorMEUA2022FS,2022,Live Seedling,SEEDLING,,1490985714290487,1490985472290487,414427304489998
RocNYUA2022Cur,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1490861651290487,1490861637290487,1268166131290487
RocNYUA2022Cur,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1490861652290487,1490861637290487,1268166132290487
RocNYUA2022Cur,2022,Live Seedling,SEEDLING,,1490861650290487,1490861637290487,414427304489998
RocNYUA2022Cur,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1490861647290487,1490861637290487,414427301489998
RocNYUA2022Cur,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490861649290487,1490861637290487,414427303489998
RocNYUA2022FS,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1490861664290487,1490861638290487,1268166131290487
RocNYUA2022FS,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1490861665290487,1490861638290487,1268166132290487
RocNYUA2022FS,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1490861660290487,1490861638290487,414427301489998
RocNYUA2022Inv,2022,Urban Forest,LAND,,1490861672290487,1490861639290487,414427308489998
RocNYUA2022Inv,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1490861668290487,1490861639290487,414427310489998
RocNYUA2022Inv,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1490861678290487,1490861639290487,1268166131290487
RocNYUA2022Inv,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490861681290487,1490861639290487,1268170529290487
TreNJUA2022Cur,2022,Urban Forest,LAND,,1490868614290487,1490864917290487,414427308489998
TreNJUA2022Cur,2022,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490868622290487,1490864917290487,1268166839290487
TreNJUA2022Inv,2022,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1490868639290487,1490864919290487,414427306489998
TreNJUA2022Inv,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1490868640290487,1490864919290487,414427309489998
TreNJUA2022Inv,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1490868647290487,1490864919290487,1268166131290487
TreNJUA2022Inv,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490868650290487,1490864919290487,1268170529290487
TreNJUA2022Inv,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490868644290487,1490864919290487,414427302489998
WasDCUA2021Inv,2021,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302246772290487,1273081779290487,1268166131290487
WasDCUA2021Inv,2021,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302246773290487,1273081779290487,1268166132290487
