SAMPLE_NAME,REPORT_YEAR,DOMAIN_NAME,DOMAIN_TYPE,EXPRESSION,CN,PSS_CN,PDOM_CN
SprMOUA2018Inv,2018,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,742215623290487,742206337290487,414427301489998
SprMOUA2019Cur,2019,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,928975553290487,928975528290487,414427302489998
SprMOUA2019FS,2019,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,928975562290487,928975529290487,414427302489998
SprMOUA2019Inv,2019,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,928975572290487,928975530290487,414427302489998
SprMOUA2020Cur,2020,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302246749290487,1268231470290487,1268166132290487
SprMOUA2020FS,2020,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246791290487,1268231471290487,1268170529290487
SprMOUA2020FS,2020,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1268231491290487,1268231471290487,414427303489998
SprMOUA2020Inv,2020,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247275290487,1268231472290487,1268170529290487
StMOUA2018Cur,2018,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247138290487,737683464290487,1268166839290487
StMOUA2018FS,2018,Live Seedling,SEEDLING,,737683493290487,737683465290487,414427304489998
StMOUA2018Inv,2018,Invasive Plant Species,INVASIVE,,737683495290487,737683466290487,414427307489998
StMOUA2019Cur,2019,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,932849322290487,932849304290487,414427302489998
StMOUA2019Cur,2019,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,932849320290487,932849304290487,417940978489998
StMOUA2019FS,2019,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,932849329290487,932849305290487,417940978489998
StMOUA2019Inv,2019,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247175290487,932849306290487,1268170529290487
StMOUA2021Cur,2021,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1268233089290487,1268233083290487,414427309489998
StMOUA2021Cur,2021,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246899290487,1268233083290487,1268170529290487
StMOUA2021Inv,2021,Urban Forest,LAND,,1268233109290487,1268233085290487,414427308489998
StMOUA2021Inv,2021,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1268233108290487,1268233085290487,414427309489998
StMOUA2021Inv,2021,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247098290487,1268233085290487,1268166839290487
StMOUA2022Cur,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1491208849290487,1491208832290487,414427310489998
StMOUA2022FS,2022,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1491208863290487,1491208833290487,414427306489998
StMOUA2022FS,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1491208866290487,1491208833290487,417940978489998
StMOUA2022Inv,2022,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1491208877290487,1491208834290487,414427306489998
StMOUA2022Inv,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1491208878290487,1491208834290487,414427309489998
WasDCUA2018Cur,2018,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,744909592290487,744909034290487,414427306489998
WasDCUA2018Cur,2018,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,744909593290487,744909034290487,414427309489998
WasDCUA2018Inv,2018,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246887290487,744909036290487,1268170529290487
WasDCUA2018Inv,2018,Live Seedling,SEEDLING,,744909618290487,744909036290487,414427304489998
WasDCUA2019Cur,2019,Live Seedling,SEEDLING,,941644097290487,941620446290487,414427304489998
WasDCUA2019Inv,2019,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,941644106290487,941620447290487,414427303489998
WasDCUA2021Cur,2021,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1273081963290487,1273081777290487,414427306489998
WasDCUA2021Cur,2021,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1273081964290487,1273081777290487,414427309489998
WasDCUA2021Cur,2021,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247020290487,1273081777290487,1268166131290487
WasDCUA2021Cur,2021,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1273081967290487,1273081777290487,414427301489998
WasDCUA2021FS,2021,Urban Forest,LAND,,1273081974290487,1273081778290487,414427308489998
WasDCUA2021FS,2021,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1273081976290487,1273081778290487,414427301489998
PitPAUA2022Inv,2022,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490772450290487,1490772375290487,1268166839290487
PorMEUA2021Cur,2021,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1261186123290487,1261185783290487,414427306489998
PorMEUA2021FS,2021,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246859290487,1261185784290487,1268170529290487
PorMEUA2021FS,2021,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1261186136290487,1261185784290487,414427301489998
PorMEUA2022Cur,2022,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1490985694290487,1490985471290487,414427306489998
PorMEUA2022Cur,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490985705290487,1490985471290487,1268170529290487
PorMEUA2022Cur,2022,Live Seedling,SEEDLING,,1490985701290487,1490985471290487,414427304489998
PorMEUA2022FS,2022,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1490985707290487,1490985472290487,414427306489998
PorMEUA2022Inv,2022,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490985731290487,1490985473290487,1268166839290487
PorMEUA2022Inv,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490985727290487,1490985473290487,414427303489998
RocNYUA2022Cur,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1490861642290487,1490861637290487,414427310489998
RocNYUA2022FS,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1490861655290487,1490861638290487,414427310489998
RocNYUA2022FS,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490861661290487,1490861638290487,414427302489998
RocNYUA2022Inv,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1490861679290487,1490861639290487,1268166132290487
TreNJUA2022Cur,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1490868613290487,1490864917290487,414427309489998
TreNJUA2022Cur,2022,Live Seedling,SEEDLING,,1490868619290487,1490864917290487,414427304489998
TreNJUA2022FS,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1490868626290487,1490864918290487,414427309489998
TreNJUA2022FS,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1490868633290487,1490864918290487,1268166131290487
TreNJUA2022FS,2022,Live Seedling,SEEDLING,,1490868632290487,1490864918290487,414427304489998
WasDCUA2021Inv,2021,Sampled Land,LAND,id_cond.cond_status_cd<5,1273081980290487,1273081779290487,414427310489998
WasDCUA2021Inv,2021,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1273081988290487,1273081779290487,414427303489998
WasDCUA2022All,2022,Nonsampled Land,LAND,id_cond.cond_status_cd=5,1490982145290487,1490982112290487,414427311489998
WasDCUA2022Cur,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1490982155290487,1490982113290487,1268166131290487
WasDCUA2022Cur,2022,Live Seedling,SEEDLING,,1490982154290487,1490982113290487,414427304489998
WasDCUA2022Cur,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1490982150290487,1490982113290487,417940978489998
WasDCUA2022FS,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490982171290487,1490982114290487,1268170529290487
WasDCUA2022Inv,2022,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1490982174290487,1490982115290487,414427306489998
WasDCUA2022Inv,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490982185290487,1490982115290487,1268170529290487
WasDCUA2022Inv,2022,Live Seedling,SEEDLING,,1490982181290487,1490982115290487,414427304489998
WasDCUA2022Inv,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490982180290487,1490982115290487,414427303489998
ChiILUA2019Inv,2019,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247002290487,826498671290487,1268166839290487
ChiILUA2019Inv,2019,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,826498742290487,826498671290487,417940978489998
ChiILUA2021Cur,2021,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1268196302290487,1268180336290487,417940978489998
ChiILUA2021FS,2021,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1268196308290487,1268180337290487,414427306489998
ChiILUA2021FS,2021,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302246941290487,1268180337290487,1268166132290487
ChiILUA2021FS,2021,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246943290487,1268180337290487,1268170529290487
ChiILUA2022Cur,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490993156290487,1490993140290487,1268170529290487
ChiILUA2022FS,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1490993167290487,1490993141290487,1268166132290487
ChiILUA2022Inv,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1490993175290487,1490993142290487,417940978489998
CleOHUA2022Cur,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1490773772290487,1490773004290487,1268166132290487
CleOHUA2022Cur,2022,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490773773290487,1490773004290487,1268166839290487
CleOHUA2022FS,2022,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490773786290487,1490773005290487,1268166839290487
CleOHUA2022FS,2022,Live Seedling,SEEDLING,,1490773783290487,1490773005290487,414427304489998
CleOHUA2022Inv,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1490773791290487,1490773006290487,414427309489998
CleOHUA2022Inv,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1490773799290487,1490773006290487,1268166132290487
CleOHUA2022Inv,2022,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490773800290487,1490773006290487,1268166839290487
MadWIUA2021Cur,2021,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1256493934290487,1256491874290487,414427303489998
MadWIUA2021Cur,2021,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1256493931290487,1256491874290487,417940978489998
MadWIUA2021FS,2021,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1256493940290487,1256491875290487,417940978489998
MadWIUA2021Inv,2021,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1301463262290487,1301462821290487,414427306489998
MadWIUA2021Inv,2021,Urban Forest,LAND,,1301463264290487,1301462821290487,414427308489998
MadWIUA2021Inv,2021,Sampled Land,LAND,id_cond.cond_status_cd<5,1301463260290487,1301462821290487,414427310489998
MadWIUA2021Inv,2021,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247134290487,1301462821290487,1268166839290487
MadWIUA2021Inv,2021,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247135290487,1301462821290487,1268170529290487
MadWIUA2022Cur,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1491057513290487,1491057477290487,1268170529290487
MadWIUA2022Cur,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1491057508290487,1491057477290487,414427303489998
MadWIUA2022Inv,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1491057530290487,1491057479290487,414427309489998
MadWIUA2022Inv,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1491057535290487,1491057479290487,414427303489998
MilWIUA2021FS,2021,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1260477478290487,1260477106290487,414427306489998
MilWIUA2022Cur,2022,Urban Forest,LAND,,1491058615290487,1491058604290487,414427308489998
MilWIUA2022Cur,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1491058614290487,1491058604290487,414427309489998
MilWIUA2022Cur,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1491058621290487,1491058604290487,1268166131290487
MilWIUA2022Cur,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1491058622290487,1491058604290487,1268166132290487
MilWIUA2022Inv,2022,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1491058640290487,1491058606290487,414427306489998
MilWIUA2022Inv,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1491058646290487,1491058606290487,414427303489998
MinMNUA2021Cur,2021,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1261079121290487,1261079101290487,414427303489998
MinMNUA2021Cur,2021,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1261079118290487,1261079101290487,417940978489998
MinMNUA2021FS,2021,Live Seedling,SEEDLING,,1261079131290487,1261079102290487,414427304489998
MinMNUA2021Inv,2021,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1261079135290487,1261079103290487,414427309489998
MinMNUA2021Inv,2021,Sampled Land,LAND,id_cond.cond_status_cd<5,1261079132290487,1261079103290487,414427310489998
SanCAUA2019Inv,2019,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,925134601290487,925134568290487,417940978489998
SanCAUA2021Cur,2021,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302247193290487,1268224251290487,1268166132290487
SanCAUA2021Cur,2021,Live Seedling,SEEDLING,,1268224793290487,1268224251290487,414427304489998
SanCAUA2021FS,2021,Urban Forest,LAND,,1268224797290487,1268224252290487,414427308489998
SanCAUA2021FS,2021,Live Seedling,SEEDLING,,1268224802290487,1268224252290487,414427304489998
SanCAUA2021Inv,2021,Live Seedling,SEEDLING,,1268224812290487,1268224253290487,414427304489998
SanCAUA2022FS,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1490939005290487,1490938762290487,414427310489998
SanCAUA2022Inv,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490939031290487,1490938763290487,1268170529290487
SanCAUA2022Inv,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1490939024290487,1490938763290487,414427301489998
SanCAUA2022Inv,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490939025290487,1490938763290487,414427302489998
SanTXUA2017Cur,2017,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247244290487,667825676126144,1268166131290487
SanTXUA2017Cur,2017,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,667935252126144,667825676126144,414427302489998
SanTXUA2017FS,2017,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302246900290487,667825677126144,1268166131290487
SanTXUA2017FS,2017,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,667935259126144,667825677126144,417940978489998
SanTXUA2018Cur,2018,Live Seedling,SEEDLING,,719071873290487,718869285290487,414427304489998
SanTXUA2018Inv,2018,Live Seedling,SEEDLING,,719071892290487,718869287290487,414427304489998
SanTXUA2019Cur,2019,Sampled Land,LAND,id_cond.cond_status_cd<5,928883571290487,928883552290487,414427310489998
SanTXUA2019Cur,2019,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246963290487,928883552290487,1268170529290487
SanTXUA2019Cur,2019,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,928883576290487,928883552290487,414427301489998
SanTXUA2019Inv,2019,Invasive Plant Species,INVASIVE,,928883590290487,928883554290487,414427307489998
SanTXUA2021Cur,2021,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247262290487,1268220826290487,1268166839290487
SanTXUA2021FS,2021,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1268220841290487,1268220827290487,414427309489998
SanTXUA2021FS,2021,Live Seedling,SEEDLING,,1268220847290487,1268220827290487,414427304489998
SanTXUA2021FS,2021,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1268220845290487,1268220827290487,414427302489998
SanTXUA2021Inv,2021,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1268220851290487,1268220828290487,414427309489998
SanTXUA2022Cur,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1491030249290487,1491030245290487,414427310489998
SanTXUA2022Cur,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1491030256290487,1491030245290487,414427303489998
SanTXUA2022FS,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1491030262290487,1491030246290487,414427310489998
SanTXUA2022FS,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1491030271290487,1491030246290487,1268166131290487
SanTXUA2022Inv,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1491030283290487,1491030247290487,414427303489998
SanTXUA2022Inv,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1491030280290487,1491030247290487,417940978489998
SprMOUA2018Cur,2018,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,742215600290487,742206335290487,414427306489998
SprMOUA2018Cur,2018,Live Seedling,SEEDLING,,742215607290487,742206335290487,414427304489998
SprMOUA2018Cur,2018,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,742215605290487,742206335290487,414427302489998
SprMOUA2018FS,2018,Sampled Land,LAND,id_cond.cond_status_cd<5,742215608290487,742206336290487,414427310489998
SprMOUA2018FS,2018,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,742215614290487,742206336290487,414427302489998
AusTXUA2019FS,2019,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,839636682290487,839561795290487,417940978489998
AusTXUA2021Cur,2021,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246810290487,1267606875290487,1268166839290487
AusTXUA2021Inv,2021,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1301466661290487,1301466652290487,414427306489998
AusTXUA2021Inv,2021,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246954290487,1301466652290487,1268166839290487
AusTXUA2021Inv,2021,Live Seedling,SEEDLING,,1301466668290487,1301466652290487,414427304489998
AusTXUA2021Inv,2021,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1301466667290487,1301466652290487,414427303489998
AusTXUA2022All,2022,Nonsampled Land,LAND,id_cond.cond_status_cd=5,1491024485290487,1491024481290487,414427311489998
AusTXUA2022Cur,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1491024488290487,1491024482290487,414427309489998
AusTXUA2022FS,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1491024506290487,1491024483290487,414427303489998
AusTXUA2022Inv,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1491024522290487,1491024484290487,1268166131290487
BalMDUA2020Cur,2020,Live Seedling,SEEDLING,,1249743116290487,1249738331290487,414427304489998
BalMDUA2020FS,2020,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246770290487,1249738332290487,1268166839290487
PorORUA2019Cur,2019,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,940915662290487,940884073290487,414427306489998
PorORUA2019FS,2019,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,940915676290487,940884074290487,414427302489998
PorORUA2019FS,2019,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,940915677290487,940884074290487,414427303489998
PorORUA2019Inv,2019,Invasive Plant Species,INVASIVE,,940915680290487,940884075290487,414427307489998
PorORUA2019Inv,2019,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,940915685290487,940884075290487,414427301489998
PorORUA2021Cur,2021,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247219290487,1268197214290487,1268170529290487
PorORUA2021Cur,2021,Live Seedling,SEEDLING,,1268197226290487,1268197214290487,414427304489998
PorORUA2021Cur,2021,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1268197225290487,1268197214290487,414427303489998
PorORUA2021Inv,2021,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302246981290487,1268197216290487,1268166132290487
PorORUA2021Inv,2021,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246983290487,1268197216290487,1268170529290487
PorORUA2021Inv,2021,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1268197243290487,1268197216290487,414427302489998
PorORUA2022Cur,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1490872356290487,1490872125290487,1268166131290487
PorORUA2022Cur,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1490872357290487,1490872125290487,1268166132290487
PorORUA2022Cur,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1490872352290487,1490872125290487,414427301489998
PorORUA2022FS,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1490872369290487,1490872126290487,1268166131290487
PorORUA2022Inv,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1490872373290487,1490872127290487,414427310489998
PorORUA2022Inv,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490872386290487,1490872127290487,1268170529290487
