PLOTID,VISIT_NBR,STATECD,UNITCD,COUNTYCD,RETIRED_PLOT,SUBP,CONDID,CONDPROP_UNADJ,PCT_TREE_COVER,PCT_SHRUB_SEED_COVER,GR_COV_PCT_BLDG,GR_COV_PCT_IMPERVIOUS,GR_COV_PCT_PERMEABLE,GR_COV_PCT_HERBACEOUS,GR_COV_PCT_WATER,CN,PLT_CN,SBP_CN,CND_CN,PREV_PLT_CN
1857696,2,17,3,31,21832,14,1,1.0,,,,,,,,942083798290487,559740555126144,942083788290487,942083779290487,352769804489998.0
1857880,3,17,3,31,22128,11,1,1.0,,,,,,,,942085123290487,559740565126144,942085115290487,942085112290487,352769816489998.0
1857721,2,17,3,31,21968,1,2,0.1635452171,,,,,,,,942082799290487,559740569126144,942082785290487,942082780290487,352769823489998.0
1857067,2,17,3,31,23488,1,1,0.7792199911,65.0,0.0,0.0,65.0,0.0,35.0,0.0,942083241290487,559740571126144,942083233290487,942083224290487,352769812489998.0
1857773,2,17,3,31,22051,13,1,1.0,,,,,,,,1092697353290487,559740573126144,1092694632290487,1092686770290487,352769813489998.0
1855296,2,17,3,31,24544,13,1,1.0,,,,,,,,1092696406290487,559740577126144,1092694563290487,1092686621290487,352769828489998.0
1857748,2,17,3,31,22022,1,1,0.5719131832,10.0,5.0,80.0,2.0,1.0,17.0,0.0,942084048290487,559740581126144,942084035290487,942084029290487,352769818489998.0
1857812,2,17,3,31,22069,1,1,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1092696786290487,559740585126144,1092690721290487,1092686539290487,352769822489998.0
1857812,2,17,3,31,22069,14,1,1.0,,,,,,,,1092697008290487,559740585126144,1092695441290487,1092686539290487,352769822489998.0
1855684,2,17,3,31,22154,12,1,1.0,,,,,,,,1092696592290487,559740587126144,1092694053290487,1092686744290487,352769824489998.0
1855673,2,17,3,31,22165,11,1,1.0,,,,,,,,942231826290487,781816984290487,942231813290487,942231809290487,352769743489998.0
1857843,2,17,3,31,22111,13,1,1.0,,,,,,,,942230889290487,781816987290487,942230881290487,942230876290487,352769750489998.0
1857710,2,17,3,31,21939,11,1,1.0,,,,,,,,942231236290487,781816990290487,942231227290487,942231225290487,352769739489998.0
1857710,2,17,3,31,21939,13,1,1.0,,,,,,,,942231238290487,781816990290487,942231229290487,942231225290487,352769739489998.0
1857797,2,17,3,31,22027,14,1,1.0,,,,,,,,942231288290487,781816999290487,942231276290487,942231268290487,352769736489998.0
1857776,2,17,3,31,22048,11,1,1.0,,,,,,,,942231336290487,781817002290487,942231324290487,942231316290487,352769737489998.0
1857776,2,17,3,31,22048,13,1,1.0,,,,,,,,942231338290487,781817002290487,942231326290487,942231316290487,352769737489998.0
1857868,2,17,3,31,22140,13,2,0.1955011097,,,,,,,,942231059290487,781817008290487,942231042290487,942231032290487,352769748489998.0
1857870,2,17,3,31,22138,1,2,0.0132912927,0.0,0.0,0.0,100.0,0.0,0.0,0.0,942231081290487,781817011290487,942231072290487,942231070290487,352769745489998.0
1857870,2,17,3,31,22138,11,1,1.0,,,,,,,,942231083290487,781817011290487,942231073290487,942231069290487,352769745489998.0
1857893,2,17,3,31,22196,11,1,1.0,,,,,,,,942231492290487,781817014290487,942231484290487,942231481290487,352769741489998.0
1857893,2,17,3,31,22196,13,1,1.0,,,,,,,,942231494290487,781817014290487,942231486290487,942231481290487,352769741489998.0
1857071,2,17,3,31,23538,12,1,1.0,,,,,,,,942231377290487,781817020290487,942231364290487,942231356290487,352769742489998.0
1856805,2,17,3,31,23210,1,1,1.0,0.0,0.0,97.0,3.0,0.0,0.0,0.0,942231513290487,781817023290487,942231505290487,942231503290487,352769722489998.0
1856803,2,17,3,31,23212,14,1,1.0,,,,,,,,942231913290487,781817025290487,942231902290487,942231893290487,352769729489998.0
1856846,2,17,3,31,23250,1,2,0.0190286378,0.0,0.0,0.0,100.0,0.0,0.0,0.0,942230795290487,781817037290487,942230786290487,942230783290487,352769732489998.0
1856828,2,17,3,31,23268,11,1,1.0,,,,,,,,942230826290487,781817040290487,942230816290487,942230812290487,352769726489998.0
1856834,2,17,3,31,23262,11,2,0.0003858236,,,,,,,,942230958290487,781817043290487,942230942290487,942230934290487,352769727489998.0
1856834,2,17,3,31,23262,13,1,1.0,,,,,,,,942230956290487,781817043290487,942230944290487,942230933290487,352769727489998.0
1856903,2,17,3,31,23301,11,1,0.820825293,,,,,,,,942231613290487,781817058290487,942231602290487,942231595290487,352769752489998.0
1857349,2,17,3,31,23813,14,2,0.7608086522,,,,,,,,942231945290487,781817061290487,942231933290487,942231924290487,352769753489998.0
1856954,3,17,3,31,23358,1,2,0.1231136526,2.0,15.0,50.0,20.0,1.0,29.0,0.0,942231011290487,781817064290487,942231002290487,942230999290487,352769751489998.0
1856954,3,17,3,31,23358,11,1,1.0,,,,,,,,942231013290487,781817064290487,942231003290487,942230998290487,352769751489998.0
1856954,3,17,3,31,23358,13,1,1.0,,,,,,,,942231015290487,781817064290487,942231005290487,942230998290487,352769751489998.0
1856954,3,17,3,31,23358,14,1,1.0,,,,,,,,942231016290487,781817064290487,942231006290487,942230998290487,352769751489998.0
1857819,2,17,3,31,22062,14,1,1.0,,,,,,,,1287854110290487,992948007290487,1287854102290487,1287854096290487,352769681489998.0
1857750,2,17,3,31,22020,13,1,0.2124990149,,,,,,,,1287853206290487,992948010290487,1287853191290487,1287853180290487,352769678489998.0
1857636,3,17,3,31,21757,14,1,1.0,,,,,,,,1287852680290487,992948019290487,1287852672290487,1287852666290487,352769669489998.0
1857070,2,17,3,31,23539,12,1,1.0,,,,,,,,1287853606290487,992948022290487,1287853598290487,1287853588290487,352769677489998.0
1857070,2,17,3,31,23539,14,1,1.0,,,,,,,,1287853608290487,992948022290487,1287853600290487,1287853588290487,352769677489998.0
1856960,2,17,3,31,23433,14,1,1.0,,,,,,,,1287853717290487,992948028290487,1287853709290487,1287853702290487,352769667489998.0
1857063,2,17,3,31,23492,13,1,1.0,,,,,,,,1287854319290487,992948031290487,1287854308290487,1287854301290487,352769671489998.0
1856994,2,17,3,31,23453,12,3,1.0,,,,,,,,1287853772290487,992948037290487,1287853754290487,1287853743290487,352769668489998.0
1856854,2,17,3,31,23296,11,1,0.7516085082,,,,,,,,1287854145290487,992948040290487,1287854134290487,1287854127290487,352769664489998.0
1854661,2,17,3,31,23222,1,1,1.0,15.0,10.0,0.0,75.0,0.0,25.0,0.0,1287852583290487,992948043290487,1287852575290487,1287852566290487,352769663489998.0
1857043,2,17,3,31,23512,1,1,0.8655384727,,,,,,,,1287853629290487,992948052290487,1287853621290487,1287853618290487,352769665489998.0
1857128,3,17,3,31,23616,1,1,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1287856603290487,992948055290487,1287856547290487,1287855262290487,352769685489998.0
1856944,2,17,3,31,23368,1,1,0.3491007316,,,,,,,,1287853257290487,992948061290487,1287853249290487,1287853241290487,352769683489998.0
1856785,2,17,3,31,23176,13,1,1.0,,,,,,,,1287854188290487,992948070290487,1287854176290487,1287854167290487,352769662489998.0
1855301,2,17,3,31,24539,13,1,1.0,,,,,,,,1287856592290487,992948073290487,1287855509290487,1287855257290487,352769688489998.0
1837512,4,17,3,197,20081,12,1,1.0,,,,,,,,942084537290487,352769559489998,942084529290487,942084526290487,
1837520,4,17,3,197,20096,1,2,0.0566837505,0.0,0.0,0.0,80.0,20.0,0.0,0.0,942084574290487,352769560489998,942084565290487,942084561290487,
1789890,4,17,3,63,20048,14,1,1.0,,,,,,,,942083437290487,352769561489998,942083430290487,942083424290487,
1852497,4,17,3,31,20111,1,1,1.0,,,,,,,,942083454290487,352769566489998,942083449290487,942083446290487,
1795832,4,17,3,89,20017,1,1,0.4341763874,30.0,2.0,0.0,0.0,0.0,100.0,0.0,942084951290487,352769568489998,942084934290487,942084929290487,
1795832,4,17,3,89,20017,12,1,1.0,,,,,,,,942084954290487,352769568489998,942084935290487,942084929290487,
1795832,4,17,3,89,20017,13,1,1.0,,,,,,,,942084955290487,352769568489998,942084936290487,942084929290487,
1795845,4,17,3,89,20023,11,1,1.0,,,,,,,,942084105290487,352769569489998,942084088290487,942084083290487,
1795845,4,17,3,89,20023,13,1,0.1791747033,,,,,,,,942084108290487,352769569489998,942084091290487,942084083290487,
1853005,4,17,3,43,20004,12,1,1.0,,,,,,,,942084624290487,352769570489998,942084614290487,942084608290487,
1853029,4,17,3,43,20061,11,1,1.0,,,,,,,,942084199290487,352769571489998,942084185290487,942084179290487,
1795888,4,17,3,89,20019,1,2,0.5616110401,70.0,0.0,0.0,52.0,0.0,48.0,0.0,942083890290487,352769572489998,942083881290487,942083879290487,
1795888,4,17,3,89,20019,14,2,0.0001408122,,,,,,,,942083900290487,352769572489998,942083884290487,942083879290487,
1796131,4,17,3,93,20008,13,1,1.0,,,,,,,,942082983290487,352769574489998,942082973290487,942082966290487,
1795904,6,17,3,89,20059,12,1,1.0,,,,,,,,942083926290487,352769575489998,942083918290487,942083914290487,
1795904,6,17,3,89,20059,14,1,1.0,,,,,,,,942083928290487,352769575489998,942083920290487,942083914290487,
1916052,4,18,4,89,20075,12,1,1.0,,,,,,,,942083658290487,352769578489998,942083650290487,942083645290487,
1915171,4,18,4,89,20095,14,1,1.0,,,,,,,,942083154290487,352769579489998,942083140290487,942083133290487,
1915119,4,18,4,127,20096,1,1,1.0,86.0,70.0,0.0,0.0,26.0,74.0,0.0,942084268290487,352769580489998,942084252290487,942084249290487,
1915119,4,18,4,127,20096,13,1,1.0,,,,,,,,942084271290487,352769580489998,942084255290487,942084249290487,
1915975,4,18,4,89,20027,11,1,1.0,,,,,,,,942084674290487,352769581489998,942084660290487,942084655290487,
1852501,4,17,3,31,20024,1,1,1.0,13.0,5.0,36.0,22.0,5.0,37.0,0.0,785697072290487,352769585489998,785697064290487,785697061290487,
1852501,4,17,3,31,20024,12,1,1.0,,,,,,,,785697074290487,352769585489998,785697066290487,785697061290487,
1852501,4,17,3,31,20024,14,1,1.0,,,,,,,,785697076290487,352769585489998,785697068290487,785697061290487,
1854657,1,17,3,31,23226,1,2,0.4116865082,0.0,0.0,0.0,0.0,0.0,100.0,0.0,785695117290487,352769586489998,785695108290487,785695106290487,
1854657,1,17,3,31,23226,11,1,0.0609896407,,,,,,,,785695124290487,352769586489998,785695112290487,785695105290487,
1854657,1,17,3,31,23226,11,2,0.9390103593,,,,,,,,785695126290487,352769586489998,785695112290487,785695106290487,
1856864,1,17,3,31,23286,12,1,1.0,,,,,,,,785694274290487,352769588489998,785694269290487,785694265290487,
1857019,1,17,3,31,23482,11,1,1.0,,,,,,,,785695942290487,352769592489998,785695930290487,785695922290487,
1856995,1,17,3,31,23452,13,1,1.0,,,,,,,,785695147290487,352769593489998,785695139290487,785695134290487,
1857058,1,17,3,31,23497,11,1,1.0,,,,,,,,785694345290487,352769598489998,785694337290487,785694327290487,
1857066,1,17,3,31,23489,12,1,1.0,,,,,,,,785693581290487,352769599489998,785693576290487,785693571290487,
1857782,1,17,3,31,22042,11,1,0.8585451044,,,,,,,,785695980290487,352769600489998,785695967290487,785695958290487,
1852332,4,17,3,31,20010,11,1,1.0,,,,,,,,785696029290487,352769601489998,785696023290487,785696018290487,
1852332,4,17,3,31,20010,14,1,1.0,,,,,,,,785696032290487,352769601489998,785696026290487,785696018290487,
1852396,4,17,3,31,20146,13,1,1.0,,,,,,,,785694377290487,352769602489998,785694367290487,785694358290487,
1857907,1,17,3,31,22182,12,1,0.1635452173,,,,,,,,785697126290487,352769605489998,785697113290487,785697101290487,
1855674,1,17,3,31,22164,11,1,1.0,,,,,,,,785695279290487,352769607489998,785695274290487,785695271290487,
1852335,4,17,3,31,20130,1,1,0.8364547824,1.0,4.0,40.0,24.0,1.0,35.0,0.0,785697723290487,352769609489998,785697715290487,785697708290487,
1856932,1,17,3,31,23326,14,1,1.0,,,,,,,,785698776290487,352769610489998,785698771290487,785698762290487,
1856929,1,17,3,31,23329,1,1,0.7975554649,75.0,0.0,0.0,80.0,0.0,20.0,0.0,785698799290487,352769611489998,785698791290487,785698785290487,
1855519,1,17,3,31,23400,1,1,0.9418034428,13.0,0.0,60.0,35.0,0.0,5.0,0.0,785694403290487,352769612489998,785694395290487,785694389290487,
1854669,1,17,3,31,23592,1,2,0.1344093359,27.0,10.0,40.0,25.0,10.0,25.0,0.0,785693654290487,352769614489998,785693645290487,785693639290487,
1857337,1,17,3,31,23825,1,2,0.316557241,3.0,0.0,0.0,79.0,0.0,21.0,0.0,785697764290487,352769615489998,785697755290487,785697751290487,
1857337,1,17,3,31,23825,14,1,1.0,,,,,,,,785697770290487,352769615489998,785697759290487,785697750290487,
1837412,5,17,3,197,20030,13,1,1.0,,,,,,,,785695303290487,352769617489998,785695295290487,785695289290487,
1852353,4,17,3,31,20022,13,1,1.0,,,,,,,,785693728290487,352769618489998,785693718290487,785693711290487,
1852430,4,17,3,31,20065,14,1,1.0,,,,,,,,785698908290487,352769619489998,785698898290487,785698891290487,
1837455,4,17,3,197,20165,1,1,1.0,55.0,7.0,20.0,3.0,13.0,64.0,0.0,785695434290487,352769621489998,785695426290487,785695423290487,
1837455,4,17,3,197,20165,12,1,1.0,,,,,,,,785695436290487,352769621489998,785695428290487,785695423290487,
1852442,4,17,3,31,20004,12,1,0.0448882614,,,,,,,,785698284290487,352769622489998,785698269290487,785698261290487,
1852446,4,17,3,31,20030,1,1,1.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,785698927290487,352769623489998,785698919290487,785698917290487,
1852504,4,17,3,31,20044,11,3,0.0505771488,,,,,,,,785698365290487,352769625489998,785698346290487,785698340290487,
1852401,5,17,3,31,20132,1,1,0.6472548327,16.0,3.0,30.0,28.0,13.0,29.0,0.0,785697826290487,352769626489998,785697814290487,785697810290487,
1852426,4,17,3,31,20011,13,1,1.0,,,,,,,,785696070290487,352769627489998,785696051290487,785696041290487,
1469843,6,55,5,59,20094,13,1,1.0,,,,,,,,522593964126144,923417,478152649489998,478152644489998,
1469843,6,55,5,59,20094,14,1,1.0,,,,,,,,522593965126144,923417,478152650489998,478152644489998,
1469863,5,55,5,59,20261,11,1,0.0609896388,,,,,,,,522594154126144,923462,478152668489998,478152662489998,
1469863,5,55,5,59,20261,14,1,1.0,,,,,,,,522594159126144,923462,478152667489998,478152662489998,
1469732,5,55,5,59,20053,12,1,1.0,,,,,,,,707806332126144,923571,707806321126144,707806316126144,
1469919,4,55,5,59,20011,14,1,1.0,,,,,,,,522594691126144,923671,505940848126144,505940842126144,
1467935,1,55,5,59,21596,12,1,1.0,,,,,,,,522594705126144,923675,491757846126144,491757843126144,
1467887,1,55,5,59,21572,11,1,1.0,,,,,,,,707805481126144,923688,707805471126144,707805467126144,
1467909,1,55,5,59,21583,12,1,1.0,,,,,,,,707805053126144,923689,707805039126144,707805034126144,
1467945,1,55,5,59,21601,1,1,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,707807298126144,923690,707807290126144,707807288126144,
1467945,1,55,5,59,21601,13,1,1.0,,,,,,,,707807301126144,923690,707807293126144,707807288126144,
1468095,1,55,5,59,21676,1,1,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,785695637290487,923696,785695629290487,785695627290487,
1468095,1,55,5,59,21676,13,1,1.0,,,,,,,,785695640290487,923696,785695632290487,785695627290487,
1468181,1,55,5,59,21719,13,1,1.0,,,,,,,,785692987290487,923697,785692979290487,785692974290487,
1469103,1,55,5,59,22180,12,1,1.0,,,,,,,,785697311290487,923699,785697287290487,785697279290487,
1796304,4,17,3,97,20088,14,1,1.0,,,,,,,,785695489290487,352769630489998,785695479290487,785695473290487,
1796315,4,17,3,97,20064,14,1,1.0,,,,,,,,785696171290487,352769631489998,785696159290487,785696152290487,
1852988,4,17,3,43,20044,14,1,1.0,,,,,,,,785698967290487,352769633489998,785698960290487,785698955290487,
1795849,4,17,3,89,20013,14,1,1.0,,,,,,,,785693762290487,352769634489998,785693754290487,785693748290487,
1837451,4,17,3,197,20160,11,1,1.0,,,,,,,,785696200290487,352769637489998,785696188290487,785696181290487,
1837451,4,17,3,197,20160,14,1,1.0,,,,,,,,785696203290487,352769637489998,785696191290487,785696181290487,
1797360,4,17,3,111,20072,11,1,1.0,,,,,,,,785697241290487,352769639489998,785697233290487,785697230290487,
1796379,4,17,3,97,20031,1,1,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,785697905290487,352769640489998,785697897290487,785697894290487,
1796379,4,17,3,97,20031,13,1,1.0,,,,,,,,785697908290487,352769640489998,785697900290487,785697894290487,
1853052,4,17,3,43,20064,14,1,1.0,,,,,,,,785697929290487,352769641489998,785697923290487,785697917290487,
1852466,4,17,3,31,20092,1,2,0.1947377773,,,,,,,,785695517290487,352769642489998,785695506290487,785695503290487,
1853044,4,17,3,43,20014,1,2,0.0379380688,100.0,100.0,0.0,0.0,100.0,0.0,0.0,785699037290487,352769645489998,785699026290487,785699022290487,
1853044,4,17,3,43,20014,11,1,1.0,,,,,,,,785699039290487,352769645489998,785699027290487,785699021290487,
1795861,4,17,3,89,20067,1,1,1.0,85.0,30.0,0.0,0.0,65.0,35.0,0.0,785697953290487,352769646489998,785697941290487,785697937290487,
1795861,4,17,3,89,20067,11,1,1.0,,,,,,,,785697954290487,352769646489998,785697942290487,785697937290487,
1797320,4,17,3,111,20200,14,1,1.0,,,,,,,,785694456290487,352769647489998,785694441290487,785694434290487,
1796129,4,17,3,93,20033,1,1,0.6783486617,46.0,21.0,0.0,0.0,46.0,54.0,0.0,785698404290487,352769650489998,785698396290487,785698391290487,
1796129,4,17,3,93,20033,13,1,0.6577112597,,,,,,,,785698410290487,352769650489998,785698399290487,785698391290487,
1837534,4,17,3,197,20021,11,1,1.0,,,,,,,,785694536290487,352769651489998,785694527290487,785694523290487,
1917561,4,18,4,127,20069,14,1,1.0,,,,,,,,785694602290487,352769655489998,785694586290487,785694578290487,
1469838,5,55,5,59,20025,13,1,1.0,,,,,,,,942084750290487,924013,942084739290487,942084734290487,
1468101,1,55,5,59,21679,12,1,0.9551122793,,,,,,,,942083825290487,924131,942083814290487,942083808290487,
1468333,1,55,5,59,21795,12,3,1.0,,,,,,,,942083550290487,924132,942083532290487,942083525290487,
1468333,1,55,5,59,21795,14,1,1.0,,,,,,,,942083547290487,924132,942083531290487,942083523290487,
1469927,4,55,5,59,20071,1,1,0.6598517472,2.0,0.0,0.0,95.0,0.0,5.0,0.0,942165015290487,924135,942165007290487,942165000290487,
1469927,4,55,5,59,20071,14,1,1.0,,,,,,,,942165023290487,924135,942165011290487,942165000290487,
1467748,1,55,5,59,21502,1,2,0.05668375,77.0,0.0,0.0,87.0,0.0,13.0,0.0,1287172469290487,924142,1287172460290487,1287172456290487,
1467748,1,55,5,59,21502,11,1,1.0,,,,,,,,1287172471290487,924142,1287172461290487,1287172455290487,
1467748,1,55,5,59,21502,13,1,1.0,,,,,,,,1287172473290487,924142,1287172463290487,1287172455290487,
1467826,1,55,5,59,21541,11,1,1.0,,,,,,,,1287177489290487,924143,1287177477290487,1287177472290487,
1468516,1,55,5,59,21886,1,1,0.5055552748,6.0,18.0,0.0,62.0,19.0,19.0,0.0,1287174818290487,924144,1287174810290487,1287174806290487,
1468516,1,55,5,59,21886,13,1,1.0,,,,,,,,1287174824290487,924144,1287174812290487,1287174806290487,
1468516,1,55,5,59,21886,14,1,0.5719035745,,,,,,,,1287174825290487,924144,1287174813290487,1287174806290487,
1856807,1,17,3,31,23208,14,1,1.0,,,,,,,,785696446290487,352769387489998,785696440290487,785696431290487,
1854646,1,17,3,31,23237,13,1,1.0,,,,,,,,785693026290487,352769389489998,785693013290487,785693006290487,
1857679,1,17,3,31,21849,12,2,0.3580088392,,,,,,,,785695685290487,352769391489998,785695668290487,785695658290487,
1857679,1,17,3,31,21849,14,2,0.4556276944,,,,,,,,785695686290487,352769391489998,785695670290487,785695658290487,
1856836,1,17,3,31,23260,13,1,1.0,,,,,,,,785695705290487,352769392489998,785695697290487,785695693290487,
1852325,4,17,3,31,20082,14,1,1.0,,,,,,,,1287852371290487,352769393489998,1287852361290487,1287852350290487,
1852382,4,17,3,31,20041,1,1,1.0,25.0,0.0,0.0,5.0,30.0,5.0,60.0,1287853657290487,352769396489998,1287853646290487,1287853644290487,
1852382,4,17,3,31,20041,13,1,1.0,,,,,,,,1287853660290487,352769396489998,1287853649290487,1287853644290487,
1859354,1,17,3,31,21824,14,1,1.0,,,,,,,,785698544290487,352769398489998,785698536290487,785698530290487,
1856981,1,17,3,31,23412,1,2,0.2387276233,15.0,0.0,0.0,100.0,0.0,0.0,0.0,785693076290487,352769399489998,785693067290487,785693065290487,
1856981,1,17,3,31,23412,14,1,1.0,,,,,,,,785693081290487,352769399489998,785693070290487,785693064290487,
1857039,1,17,3,31,23462,11,1,1.0,,,,,,,,785693135290487,352769400489998,785693127290487,785693115290487,
1916000,4,18,4,89,20009,11,1,1.0,,,,,,,,785697266290487,352769657489998,785697258290487,785697255290487,
1854661,1,17,3,31,23222,12,1,1.0,,,,,,,,707806627126144,352769663489998,707806614126144,707806602126144,
1856960,1,17,3,31,23433,13,1,1.0,,,,,,,,707805170126144,352769667489998,707805162126144,707805156126144,
1856994,1,17,3,31,23453,1,2,0.1210407554,80.0,0.0,0.0,3.0,40.0,57.0,0.0,707805207126144,352769668489998,707805198126144,707805190126144,
1856994,1,17,3,31,23453,13,3,0.1344615296,,,,,,,,707805217126144,352769668489998,707805200126144,707805191126144,
1857636,1,17,3,31,21757,1,1,1.0,3.0,0.0,0.0,94.0,3.0,3.0,0.0,707806730126144,352769669489998,707806722126144,707806720126144,
1857636,1,17,3,31,21757,12,1,1.0,,,,,,,,707806732126144,352769669489998,707806724126144,707806720126144,
1852395,4,17,3,31,20114,12,1,0.582858999,,,,,,,,707805579126144,352769672489998,707805568126144,707805562126144,
1857771,1,17,3,31,22053,14,1,1.0,,,,,,,,707806175126144,352769673489998,707806162126144,707806153126144,
1857101,1,17,3,31,23562,1,1,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,707807338126144,352769675489998,707807333126144,707807332126144,
1857101,1,17,3,31,23562,12,1,1.0,,,,,,,,707807340126144,352769675489998,707807335126144,707807332126144,
1857103,1,17,3,31,23560,1,1,1.0,0.0,0.0,65.0,22.0,2.0,11.0,0.0,707805841126144,352769676489998,707805833126144,707805825126144,
1857750,1,17,3,31,22020,1,2,0.0189905671,,,,,,,,707806799126144,352769678489998,707806788126144,707806781126144,
1854876,1,17,3,31,22214,1,2,0.1632096197,,,,,,,,707806379126144,352769679489998,707806369126144,707806361126144,
1857806,1,17,3,31,22075,14,1,0.3165572406,,,,,,,,707805325126144,352769680489998,707805314126144,707805304126144,
1857819,1,17,3,31,22062,1,1,1.0,13.0,1.0,0.0,0.0,2.0,98.0,0.0,707805605126144,352769681489998,707805597126144,707805595126144,
1856930,1,17,3,31,23328,1,1,1.0,0.0,1.0,34.0,18.0,3.0,45.0,0.0,707805370126144,352769682489998,707805364126144,707805357126144,
1856930,1,17,3,31,23328,12,1,1.0,,,,,,,,707805372126144,352769682489998,707805366126144,707805357126144,
1852384,4,17,3,31,20155,1,2,0.3527451678,85.0,0.0,0.0,70.0,0.0,30.0,0.0,707806872126144,352769684489998,707806863126144,707806857126144,
1856989,1,17,3,31,23458,13,1,1.0,,,,,,,,785693986290487,352769401489998,785693974290487,785693965290487,
1857076,1,17,3,31,23533,11,1,1.0,,,,,,,,785694021290487,352769403489998,785694010290487,785694002290487,
1857885,1,17,3,31,22123,11,1,1.0,,,,,,,,785698575290487,352769405489998,785698564290487,785698556290487,
1857898,1,17,3,31,22191,12,2,1.0,,,,,,,,785693193290487,352769406489998,785693179290487,785693173290487,
1857898,1,17,3,31,22191,13,1,0.8655384704,,,,,,,,785693189290487,352769406489998,785693177290487,785693172290487,
1857120,1,17,3,31,23543,11,1,1.0,,,,,,,,785694763290487,352769407489998,785694757290487,785694754290487,
1857120,1,17,3,31,23543,12,1,1.0,,,,,,,,785694764290487,352769407489998,785694758290487,785694754290487,
1857816,1,17,3,31,22065,12,1,1.0,,,,,,,,785696512290487,352769409489998,785696506290487,785696502290487,
1857816,1,17,3,31,22065,14,1,1.0,,,,,,,,785696514290487,352769409489998,785696508290487,785696502290487,
1858016,1,17,3,31,22316,14,1,1.0,,,,,,,,785694051290487,352769410489998,785694043290487,785694037290487,
1852398,4,17,3,31,20104,12,1,1.0,,,,,,,,1287852814290487,352769413489998,1287852803290487,1287852796290487,
1852360,4,17,3,31,20143,14,1,1.0,,,,,,,,1287852620290487,352769414489998,1287852612290487,1287852606290487,
1852428,4,17,3,31,20184,14,1,1.0,,,,,,,,1287854235290487,352769415489998,1287854227290487,1287854220290487,
1852362,4,17,3,31,20100,1,1,0.9905261486,10.0,1.0,20.0,30.0,1.0,49.0,0.0,1287852839290487,352769416489998,1287852831290487,1287852826290487,
1837462,4,17,3,197,20107,1,1,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1287856605290487,352769417489998,1287856543290487,1287855254290487,
1796316,4,17,3,97,20017,12,1,1.0,,,,,,,,1287856606290487,352769421489998,1287856305290487,1287855260290487,
1852368,4,17,3,31,20079,1,2,0.3370891954,0.0,0.0,24.0,49.0,7.0,20.0,0.0,1287852437290487,352769423489998,1287852428290487,1287852425290487,
1852368,4,17,3,31,20079,14,1,1.0,,,,,,,,1287852443290487,352769423489998,1287852432290487,1287852424290487,
1857128,1,17,3,31,23616,14,1,1.0,,,,,,,,707805632126144,352769685489998,707805627126144,707805622126144,
1855295,1,17,3,31,24545,12,1,1.0,,,,,,,,707805862126144,352769686489998,707805856126144,707805853126144,
1855295,1,17,3,31,24545,13,1,1.0,,,,,,,,707805863126144,352769686489998,707805857126144,707805853126144,
1852348,4,17,3,31,20149,14,2,0.7918118997,,,,,,,,707805660126144,352769689489998,707805648126144,707805641126144,
1852460,4,17,3,31,20001,11,1,1.0,,,,,,,,707807364126144,352769691489998,707807354126144,707807349126144,
1852460,4,17,3,31,20001,14,1,1.0,,,,,,,,707807367126144,352769691489998,707807357126144,707807349126144,
1853053,4,17,3,43,29990,1,1,1.0,10.0,0.0,0.0,80.0,1.0,19.0,0.0,707807137126144,352769692489998,707807129126144,707807127126144,
1852411,4,17,3,31,20032,13,1,1.0,,,,,,,,707807405126144,352769693489998,707807396126144,707807388126144,
1852414,4,17,3,31,20067,14,1,1.0,,,,,,,,707805441126144,352769694489998,707805435126144,707805429126144,
1796287,4,17,3,97,20043,11,1,1.0,,,,,,,,707805945126144,352769697489998,707805937126144,707805934126144,
1796287,4,17,3,97,20043,14,1,1.0,,,,,,,,707805948126144,352769697489998,707805940126144,707805934126144,
1852511,4,17,3,31,20152,1,3,0.1423672001,50.0,10.0,0.0,25.0,50.0,25.0,0.0,707806417126144,352769698489998,707806407126144,707806403126144,
1852376,4,17,3,31,20135,12,1,1.0,,,,,,,,707807164126144,352769699489998,707807156126144,707807152126144,
1796319,4,17,3,97,20026,11,1,1.0,,,,,,,,707807193126144,352769701489998,707807183126144,707807178126144,
1853016,4,17,3,43,20010,11,1,1.0,,,,,,,,707806279126144,352769706489998,707806271126144,707806268126144,
1796089,4,17,3,93,20055,11,2,1.0,,,,,,,,707805746126144,352769711489998,707805736126144,707805730126144,
1795876,4,17,3,89,20006,12,1,1.0,,,,,,,,1287853898290487,352769426489998,1287853890290487,1287853886290487,
1852408,4,17,3,31,20178,1,1,1.0,15.0,1.0,30.0,5.0,18.0,47.0,0.0,1287853443290487,352769427489998,1287853432290487,1287853426290487,
1837465,4,17,3,197,20039,13,1,1.0,,,,,,,,1287852978290487,352769429489998,1287852968290487,1287852960290487,
1853007,4,17,3,43,20022,14,1,1.0,,,,,,,,1287853035290487,352769436489998,1287853022290487,1287853014290487,
